Data da colheita,Zona de produção,Produtoras de DSP
18/06/2015,OLH2,37597
18/06/2015,OLH1,51336
17/06/2015,L8,20
22/06/2015,LAL,20
22/06/2015,L8,20
22/06/2015,L8,20
22/06/2015,OLH5,2140
22/06/2015,OLH4,9230
22/06/2015,L8,1080
22/06/2015,FAR2,3410
22/06/2015,RIAV1,20
22/06/2015,RIAV2,20
22/06/2015,RIAV3,120
22/06/2015,RIAV4,20
22/06/2015,L3,120
22/06/2015,RIAV1,80
23/06/2015,LOB,20
23/06/2015,L5,20
23/06/2015,ETJ,20
23/06/2015,L6,20
23/06/2015,ESD2,20
23/06/2015,ESD1,10574
23/06/2015,ESD1,20
23/06/2015,L6,2274
22/06/2015,L1,120
22/06/2015,L2,20
23/06/2015,EMI,40
23/06/2015,EMI,520
23/06/2015,ELM,40
23/06/2015,L1,20
23/06/2015,POR2,20
23/06/2015,LAG,20
23/06/2015,L7c,360
23/06/2015,L7a,5136
23/06/2015,L7c,80
23/06/2015,RIAV3,20
23/06/2015,L3,40
23/06/2015,EMN2,320
24/06/2015,FAR1,6596
24/06/2015,L9,20
24/06/2015,VT1,20
24/06/2015,TAV2,20
24/06/2015,FUZ1,2678
24/06/2015,OLH1,7940
24/06/2015,OLH2,7120
24/06/2015,OLH3,25010
25/06/2015,L5,120
25/06/2015,ETJ,20
25/06/2015,L5,20
29/06/2015,LAL,40
29/06/2015,ETJ,20
29/06/2015,L8,40
29/06/2015,TAV2,20
29/06/2015,VT1,20
29/06/2015,FUZ1,20
29/06/2015,L8,20
29/06/2015,L9,20
29/06/2015,RIAV1,40
29/06/2015,RIAV2,80
29/06/2015,RIAV3,20
29/06/2015,RIAV4,20
29/06/2015,L3,40
29/06/2015,RIAV1,20
30/06/2015,LOB,20
30/06/2015,L5,5784
30/06/2015,L6,20
30/06/2015,L6,100
30/06/2015,ESD2,20
30/06/2015,ESD1,20
30/06/2015,ESD1,20
30/06/2015,EMN2,40
30/06/2015,L7a,3978
30/06/2015,L7c,160
30/06/2015,L7c,20
30/06/2015,POR2,58930
30/06/2015,LAG,5684
30/06/2015,OLH5,20
01/07/2015,OLH1,20
01/07/2015,OLH2,20
01/07/2015,FAR1,40
01/07/2015,FAR2,20
01/07/2015,L8,20
01/07/2015,EMI,160
01/07/2015,EMI,20
01/07/2015,ELM,20
01/07/2015,L1,20
30/06/2015,L1,20
30/06/2015,L2,20
02/07/2015,L3,60
03/07/2015,L5,20
03/07/2015,ETJ,60
06/07/2015,LAL,120
06/07/2015,EMR,200
06/07/2015,L3,20
06/07/2015,RIAV1,40
06/07/2015,RIAV2,20
06/07/2015,RIAV3,20
06/07/2015,RIAV4,80
06/07/2015,L3,20
06/07/2015,L8,20
06/07/2015,L8,20
06/07/2015,L8,20
06/07/2015,OLH5,20
07/07/2015,L5,640
07/07/2015,LOB,20
07/07/2015,L6,20
07/07/2015,ESD1,20
07/07/2015,ESD1,20
07/07/2015,ESD2,20
07/07/2015,L6,60
07/07/2015,L5,140
07/07/2015,ETJ,20
07/07/2015,L1,20
07/07/2015,EMI,20
07/07/2015,EMI,20
07/07/2015,ELM,20
06/07/2015,L2,20
06/07/2015,L1,20
07/07/2015,EMN1,40
07/07/2015,EMN2,20
07/07/2015,POR2,20
07/07/2015,L7c,40
07/07/2015,LAG,20
07/07/2015,L7a,40
07/07/2015,L7c,20
08/07/2015,OLH3,20
08/07/2015,OLH2,20
08/07/2015,OLH1,20
08/07/2015,TAV2,20
08/07/2015,FUZ1,20
08/07/2015,FAR1,20
08/07/2015,L9,20
08/07/2015,VT1,20
09/07/2015,L5,20
13/07/2015,LAL,20
09/07/2015,L3,20
13/07/2015,L8,20
13/07/2015,OLH1,20
13/07/2015,FUZ1,20
13/07/2015,TAV2,40
13/07/2015,L9,120
13/07/2015,VT1,20
13/07/2015,L8,40
13/07/2015,RIAV1,60
13/07/2015,RIAV2,80
13/07/2015,RIAV3,40
13/07/2015,RIAV4,20
13/07/2015,L3,40
13/07/2015,RIAV1,80
13/07/2015,L7c,20
14/07/2015,LOB,20
13/07/2015,L1,20
13/07/2015,ELM,20
14/07/2015,EMI,20
14/07/2015,L1,20
14/07/2015,EMI,40
13/07/2015,L2,20
14/07/2015,L7a,20
14/07/2015,L7c,20
14/07/2015,POR2,20
14/07/2015,LAG,20
14/07/2015,EMN1,20
14/07/2015,EMN2,80
15/07/2015,L5,20
14/07/2015,L8,20
15/07/2015,FAR1,20
15/07/2015,FAR2,20
15/07/2015,OLH2,40
15/07/2015,OLH3,20
15/07/2015,OLH4,20
15/07/2015,OLH5,20
15/07/2015,L3,240
15/07/2015,ESD1,20
15/07/2015,ESD2,20
15/07/2015,ESD1,20
15/07/2015,L6,20
15/07/2015,L6,20
17/07/2015,L5,80
17/07/2015,ETJ,80
20/07/2015,LAL,40
20/07/2015,L5,100
20/07/2015,ETJ,120
20/07/2015,RIAV1,440
20/07/2015,RIAV2,40
20/07/2015,RIAV3,20
20/07/2015,RIAV4,20
20/07/2015,L3,80
20/07/2015,RIAV1,20
20/07/2015,L8,20
20/07/2015,TAV2,40
20/07/2015,VT1,20
20/07/2015,OLH3,20
20/07/2015,L8,20
20/07/2015,L1,20
20/07/2015,L2,20
20/07/2015,L2,80
20/07/2015,L1,120
21/07/2015,L5,200
21/07/2015,LOB,20
21/07/2015,ETJ,20
20/07/2015,L7c,20
21/07/2015,L6,20
21/07/2015,L6,20
21/07/2015,ESD2,20
21/07/2015,ESD1,20
21/07/2015,FAR1,20
21/07/2015,POR2,20
21/07/2015,LAG,20
21/07/2015,L7c,20
21/07/2015,L7a,20
21/07/2015,L1,20
21/07/2015,EMI,20
21/07/2015,ELM,100
21/07/2015,EMN2,160
21/07/2015,RIAV3,20
21/07/2015,EMI,20
21/07/2015,EMN1,760
21/07/2015,OLH5,20
22/07/2015,L8,140
22/07/2015,FAR2,20
22/07/2015,L9,100
22/07/2015,FUZ1,40
22/07/2015,OLH1,20
22/07/2015,OLH2,20
24/07/2015,L5,20
23/07/2015,L3,140
27/07/2015,LAL,120
27/07/2015,L5,120
27/07/2015,ETJ,20
27/07/2015,ETJ,20
27/07/2015,L3,80
27/07/2015,RIAV1,120
27/07/2015,RIAV2,160
27/07/2015,RIAV1,80
27/07/2015,RIAV3,20
27/07/2015,RIAV4,40
27/07/2015,L7c,20
28/07/2015,LOB,20
27/07/2015,OLH1,20
27/07/2015,OLH2,20
27/07/2015,OLH5,20
27/07/2015,FUZ1,40
27/07/2015,TAV2,20
27/07/2015,VT1,20
27/07/2015,L9,80
27/07/2015,L8,20
27/07/2015,L8,80
28/07/2015,EMN2,20
28/07/2015,EMN1,20
27/07/2015,L2,20
27/07/2015,L1,20
27/07/2015,L1,140
28/07/2015,L2,100
28/07/2015,L1,20
28/07/2015,ELM,20
28/07/2015,EMI,40
28/07/2015,OLH4,20
28/07/2015,POR2,20
28/07/2015,L7a,20
28/07/2015,LAG,20
28/07/2015,L7c,20
28/07/2015,L7c,20
29/07/2015,L6,120
29/07/2015,ESD1,20
29/07/2015,ESD2,20
29/07/2015,L6,20
29/07/2015,ESD1,20
29/07/2015,FAR2,20
29/07/2015,L8,20
29/07/2015,OLH3,20
29/07/2015,FAR1,20
30/07/2015,L3,1180
31/07/2015,L5,20
03/08/2015,LAL,400
03/08/2015,L2,20
03/08/2015,L1,20
03/08/2015,L2,20
03/08/2015,L7c,60
03/08/2015,RIAV1,900
03/08/2015,RIAV2,280
03/08/2015,RIAV3,120
03/08/2015,RIAV4,20
03/08/2015,RIAV1,20
03/08/2015,L3,100
03/08/2015,OLH5,20
03/08/2015,L8,20
03/08/2015,FUZ1,140
03/08/2015,TAV2,120
03/08/2015,VT1,20
03/08/2015,L9,100
03/08/2015,L8,20
04/08/2015,LOB,20
04/08/2015,L5,20
04/08/2015,L6,20
04/08/2015,ESD1,20
04/08/2015,L6,20
04/08/2015,ESD2,20
04/08/2015,ESD1,20
04/08/2015,L1,20
04/08/2015,EMI,20
04/08/2015,ELM,20
04/08/2015,EMN1,240
04/08/2015,EMN2,40
04/08/2015,OLH1,20
04/08/2015,OLH2,20
04/08/2015,OLH3,20
04/08/2015,FAR1,20
04/08/2015,POR2,20
04/08/2015,LAG,20
04/08/2015,L7a,20
04/08/2015,L7c,20
04/08/2015,L7c,20
05/08/2015,L5,160
05/08/2015,ETJ,40
05/08/2015,L8,20
05/08/2015,FAR2,20
05/08/2015,OLH4,20
06/08/2015,L2,40
06/08/2015,RIAV3,20
06/08/2015,L3,400
07/08/2015,L5,100
10/08/2015,ETJ,300
10/08/2015,L5,320
10/08/2015,LAL,20
11/08/2015,LOB,20
10/08/2015,RIAV1,120
10/08/2015,RIAV2,60
10/08/2015,RIAV3,40
10/08/2015,RIAV4,20
10/08/2015,RIAV1,160
10/08/2015,L3,240
10/08/2015,L8,20
10/08/2015,OLH5,60
10/08/2015,L7c,160
10/08/2015,EMN2,40
10/08/2015,EMN1,40
11/08/2015,L6,20
11/08/2015,ESD1,20
11/08/2015,ESD1,20
11/08/2015,ESD2,20
11/08/2015,L6,60
10/08/2015,FUZ1,40
10/08/2015,TAV2,20
10/08/2015,VT1,20
10/08/2015,L9,40
11/08/2015,L2,100
10/08/2015,L1,20
10/08/2015,L2,20
11/08/2015,EMI,20
11/08/2015,L1,20
11/08/2015,ELM,20
11/08/2015,L1,20
12/08/2015,L5,520
11/08/2015,POR2,40
11/08/2015,L7c,420
11/08/2015,L8,20
11/08/2015,OLH4,20
12/08/2015,OLH1,20
12/08/2015,OLH2,60
12/08/2015,OLH3,20
10/08/2015,L8,20
12/08/2015,FAR1,20
11/08/2015,LAG,20
11/08/2015,L7a,20
13/08/2015,L3,640
17/08/2015,LAL,360
17/08/2015,EMR,40
17/08/2015,RIAV3,80
17/08/2015,RIAV1,700
17/08/2015,RIAV1,40
17/08/2015,RIAV2,160
17/08/2015,RIAV4,20
17/08/2015,L3,440
17/08/2015,FUZ1,20
17/08/2015,TAV2,20
17/08/2015,VT1,20
17/08/2015,L8,20
17/08/2015,L9,20
17/08/2015,L8,20
18/08/2015,LOB,20
18/08/2015,L5,40
18/08/2015,L5,700
18/08/2015,L6,60
18/08/2015,L6,20
18/08/2015,ESD2,20
18/08/2015,ESD1,20
18/08/2015,ESD1,20
18/08/2015,L2,80
18/08/2015,EMI,20
18/08/2015,ELM,20
18/08/2015,L1,20
17/08/2015,L2,40
17/08/2015,L1,20
18/08/2015,EMN2,120
18/08/2015,EMN1,720
18/08/2015,L7c,20
18/08/2015,L7a,20
18/08/2015,LAG,20
18/08/2015,POR2,40
17/08/2015,OLH5,60
19/08/2015,ETJ,20
19/08/2015,L5,40
19/08/2015,FAR1,20
19/08/2015,OLH3,20
19/08/2015,L8,20
19/08/2015,OLH2,20
19/08/2015,OLH1,20
19/08/2015,L3,960
20/08/2015,OLH4,20
21/08/2015,L2,120
24/08/2015,L7c,20
24/08/2015,RIAV1,40
24/08/2015,RIAV1,660
24/08/2015,RIAV2,120
24/08/2015,RIAV3,160
24/08/2015,RIAV4,20
24/08/2015,L3,2200
25/08/2015,LOB,20
25/08/2015,L5,320
24/08/2015,L8,20
24/08/2015,L8,1000
24/08/2015,OLH5,60
24/08/2015,L9,640
24/08/2015,VT1,20
24/08/2015,TAV2,20
24/08/2015,FUZ1,60
25/08/2015,ESD1,40
25/08/2015,L6,200
25/08/2015,L6,80
25/08/2015,ESD1,20
25/08/2015,ESD2,20
25/08/2015,EMN1,20
25/08/2015,EMN2,20
25/08/2015,LAG,40
25/08/2015,POR2,20
25/08/2015,OLH4,20
25/08/2015,L7c,100
26/08/2015,ETJ,540
26/08/2015,L5,180
26/08/2015,OLH1,20
26/08/2015,OLH2,20
26/08/2015,OLH3,20
26/08/2015,FAR2,20
26/08/2015,L8,280
26/08/2015,FAR1,20
26/08/2015,L1,20
26/08/2015,ELM,160
26/08/2015,EMI,160
25/08/2015,L1,100
26/08/2015,L2,20
26/08/2015,LAL,80
31/08/2015,ETJ,20
31/08/2015,LAL,360
31/08/2015,L5,940
31/08/2015,ETJ,20
31/08/2015,OLH5,220
31/08/2015,L8,4920
31/08/2015,OLH1,240
31/08/2015,FUZ1,440
31/08/2015,VT1,20
31/08/2015,L9,140
31/08/2015,L8,20
31/08/2015,TAV2,360
31/08/2015,L3,360
31/08/2015,RIAV1,360
31/08/2015,RIAV1,800
31/08/2015,RIAV2,480
31/08/2015,RIAV3,600
31/08/2015,RIAV4,20
31/08/2015,L7c,660
01/09/2015,L6,20
01/09/2015,ESD1,20
01/09/2015,L6,40
01/09/2015,ESD2,20
01/09/2015,ESD1,3500
01/09/2015,L2,20
01/09/2015,L1,20
01/09/2015,ELM,540
01/09/2015,EMI,20
31/08/2015,L2,40
31/08/2015,L1,80
01/09/2015,EMN2,20
01/09/2015,EMN1,400
01/09/2015,L1,1060
02/09/2015,L7c,40
01/09/2015,L8,120
01/09/2015,POR2,40
01/09/2015,LAG,120
01/09/2015,L7a,20
02/09/2015,ETJ,380
02/09/2015,L5,160
03/09/2015,L3,80
02/09/2015,OLH3,20
02/09/2015,OLH2,160
02/09/2015,FAR2,320
02/09/2015,FAR1,20
07/09/2015,LAL,320
07/09/2015,ETJ,1520
07/09/2015,L5,140
07/09/2015,L8,60
07/09/2015,L8,200
04/09/2015,OLH4,40
07/09/2015,L7c,280
07/09/2015,L2,20
07/09/2015,L1,20
07/09/2015,L1,20
07/09/2015,L2,20
07/09/2015,L9,20
07/09/2015,VT1,20
07/09/2015,TAV2,100
07/09/2015,FUZ1,60
07/09/2015,RIAV1,20
07/09/2015,OLH2,20
07/09/2015,OLH1,340
07/09/2015,RIAV2,80
07/09/2015,RIAV3,40
07/09/2015,RIAV4,20
07/09/2015,L3,20
07/09/2015,L5,140
08/09/2015,LOB,20
08/09/2015,L5,60
08/09/2015,EMI,40
08/09/2015,L1,20
08/09/2015,ELM,20
08/09/2015,EMN2,240
08/09/2015,EMN1,240
08/09/2015,RIAV1,600
09/09/2015,L5,420
08/09/2015,OLH5,120
08/09/2015,L7c,20
08/09/2015,L7c,160
08/09/2015,POR2,4600
08/09/2015,LAG,60
09/09/2015,OLH3,20
09/09/2015,OLH4,20
09/09/2015,L8,20
09/09/2015,FAR1,20
09/09/2015,L3,120
14/09/2015,LAL,3320
14/09/2015,L1,20
14/09/2015,EMI,20
14/09/2015,ELM,80
14/09/2015,L7c,20
14/09/2015,RIAV1,420
14/09/2015,RIAV2,200
14/09/2015,RIAV3,20
14/09/2015,RIAV4,20
14/09/2015,L3,600
14/09/2015,RIAV1,20
15/09/2015,LOB,20
15/09/2015,L5,100
14/09/2015,OLH3,20
14/09/2015,OLH2,40
14/09/2015,OLH1,20
14/09/2015,FUZ1,20
14/09/2015,TAV2,40
14/09/2015,VT1,20
14/09/2015,L9,100
14/09/2015,L8,200
14/09/2015,L8,60
15/09/2015,L2,360
15/09/2015,L5,100
15/09/2015,ESD1,60
15/09/2015,L6,1000
15/09/2015,ESD1,20
15/09/2015,ESD2,20
15/09/2015,L6,200
15/09/2015,EMN1,20
15/09/2015,EMN2,20
15/09/2015,POR2,180
15/09/2015,LAG,280
15/09/2015,L7c,60
15/09/2015,L7a,40
15/09/2015,OLH5,20
16/09/2015,L1,20
16/09/2015,L2,120
16/09/2015,ETJ,240
16/09/2015,FAR1,20
16/09/2015,L8,80
17/09/2015,EMR,80
18/09/2015,L3,2260
21/09/2015,L7c,880
21/09/2015,EMN1,80
21/09/2015,EMN2,20
22/09/2015,L5,20
22/09/2015,LOB,20
21/09/2015,L5,20
21/09/2015,TAV2,60
21/09/2015,VT1,20
21/09/2015,L9,20
21/09/2015,L8,80
22/09/2015,L6,180
22/09/2015,L6,60
22/09/2015,ESD1,80
21/09/2015,L2,20
21/09/2015,L1,40
22/09/2015,ELM,20
22/09/2015,EMI,20
22/09/2015,L1,20
22/09/2015,L2,220
22/09/2015,RIAV1,240
22/09/2015,RIAV2,20
22/09/2015,RIAV3,20
22/09/2015,RIAV4,20
22/09/2015,RIAV1,20
22/09/2015,L3,20
23/09/2015,L5,740
23/09/2015,ETJ,300
23/09/2015,LAL,1520
22/09/2015,L8,480
22/09/2015,OLH5,220
22/09/2015,POR2,20
22/09/2015,L7c,740
22/09/2015,L7a,180
22/09/2015,LAG,20
23/09/2015,FUZ1,140
23/09/2015,L8,240
23/09/2015,OLH3,20
23/09/2015,OLH2,100
23/09/2015,FAR2,20
23/09/2015,FAR1,40
23/09/2015,OLH1,20
24/09/2015,L5,180
28/09/2015,ETJ,20
28/09/2015,RIAV1,160
28/09/2015,RIAV2,20
28/09/2015,RIAV3,120
28/09/2015,RIAV4,20
28/09/2015,L3,20
28/09/2015,RIAV1,20
28/09/2015,L7c,1980
28/09/2015,OLH1,180
28/09/2015,FUZ1,300
28/09/2015,TAV2,140
28/09/2015,VT1,200
28/09/2015,OLH5,100
28/09/2015,L8,660
28/09/2015,L9,240
28/09/2015,L8,800
29/09/2015,L5,120
29/09/2015,LOB,20
29/09/2015,OLH4,20
29/09/2015,POR2,1780
29/09/2015,LAG,2160
29/09/2015,L7c,320
29/09/2015,L7a,160
29/09/2015,ESD1,20
29/09/2015,ESD1,20
29/09/2015,ESD2,20
29/09/2015,L6,1340
29/09/2015,L6,20
29/09/2015,ELM,120
29/09/2015,EMI,20
29/09/2015,L1,20
28/09/2015,L2,20
28/09/2015,L1,20
30/09/2015,L2,20
25/09/2015,L3,20
30/09/2015,L5,1580
29/09/2015,EMN1,20
29/09/2015,EMN2,80
29/09/2015,RIAV3,40
30/09/2015,ETJ,160
30/09/2015,L5,480
30/09/2015,FAR1,20
30/09/2015,OLH3,40
30/09/2015,FAR2,20
30/09/2015,L8,60
30/09/2015,OLH2,20
01/10/2015,L3,60
05/10/2015,LAL,880
05/10/2015,RIAV1,20
05/10/2015,RIAV2,40
05/10/2015,RIAV3,20
05/10/2015,RIAV4,40
05/10/2015,L3,120
05/10/2015,RIAV1,20
06/10/2015,L5,80
06/10/2015,L5,260
06/10/2015,LOB,20
05/10/2015,L9,20
05/10/2015,L8,20
05/10/2015,OLH5,20
06/10/2015,L6,20
06/10/2015,L6,140
06/10/2015,ESD1,40
06/10/2015,ESD1,20
05/10/2015,L2,40
06/10/2015,ELM,20
05/10/2015,L1,20
06/10/2015,L1,20
06/10/2015,EMI,20
06/10/2015,EMN1,40
06/10/2015,EMN2,160
06/10/2015,POR2,2000
06/10/2015,LAG,120
06/10/2015,L7a,200
06/10/2015,L7c,2680
06/10/2015,L8,260
07/10/2015,ETJ,160
07/10/2015,L5,1980
07/10/2015,FAR1,20
07/10/2015,OLH3,20
07/10/2015,OLH2,20
07/10/2015,OLH1,20
07/10/2015,FUZ1,40
07/10/2015,TAV2,20
07/10/2015,VT1,20
07/10/2015,L8,180
07/10/2015,FAR2,20
07/10/2015,L7c,440
12/10/2015,L7c,120
12/10/2015,RIAV1,40
12/10/2015,RIAV2,80
12/10/2015,RIAV3,20
12/10/2015,RIAV4,20
12/10/2015,L3,20
12/10/2015,RIAV1,40
13/10/2015,L5,120
13/10/2015,LOB,20
12/10/2015,L8,160
12/10/2015,OLH5,20
12/10/2015,OLH2,20
12/10/2015,OLH1,20
12/10/2015,FUZ1,60
12/10/2015,L9,40
12/10/2015,TAV2,120
12/10/2015,VT1,20
13/10/2015,L5,520
13/10/2015,L6,280
13/10/2015,ESD1,20
13/10/2015,L6,20
13/10/2015,ESD1,40
13/10/2015,ESD2,20
13/10/2015,EMI,20
13/10/2015,ELM,40
13/10/2015,L2,20
13/10/2015,L1,20
12/10/2015,L2,20
12/10/2015,L1,20
12/10/2015,RIAV3,20
13/10/2015,EMN1,20
13/10/2015,EMN2,20
13/10/2015,L7a,340
13/10/2015,L7c,20
13/10/2015,LAG,40
13/10/2015,POR2,800
14/10/2015,L5,320
14/10/2015,ETJ,760
15/10/2015,L3,220
14/10/2015,FAR2,40
14/10/2015,FAR1,20
14/10/2015,L8,20
14/10/2015,OLH3,20
15/10/2015,EMR,20
19/10/2015,L5,520
19/10/2015,ETJ,540
20/10/2015,LAL,80
20/10/2015,L5,20
20/10/2015,LOB,20
19/10/2015,L8,20
20/10/2015,EMN2,20
19/10/2015,RIAV1,20
19/10/2015,RIAV2,20
19/10/2015,RIAV3,20
19/10/2015,RIAV4,20
19/10/2015,L3,20
19/10/2015,RIAV1,20
20/10/2015,OLH5,20
20/10/2015,L7a,20
20/10/2015,L7c,180
20/10/2015,LAG,80
20/10/2015,POR2,160
19/10/2015,L1,20
19/10/2015,ELM,20
20/10/2015,L2,20
20/10/2015,L1,20
21/10/2015,L2,220
21/10/2015,L1,20
19/10/2015,EMI,20
21/10/2015,L6,100
21/10/2015,ESD1,20
21/10/2015,L6,20
21/10/2015,ESD1,20
22/10/2015,LAL,20
22/10/2015,L5,140
22/10/2015,L3,180
21/10/2015,OLH3,20
21/10/2015,OLH2,20
21/10/2015,OLH1,20
21/10/2015,FUZ1,440
21/10/2015,TAV2,20
21/10/2015,VT1,20
21/10/2015,L9,100
21/10/2015,FAR1,20
21/10/2015,L8,20
21/10/2015,FAR2,20
22/10/2015,EMR,200
23/10/2015,L7c,220
26/10/2015,LAL,20
26/10/2015,ETJ,20
26/10/2015,L5,20
26/10/2015,ETJ,20
26/10/2015,L5,2340
27/10/2015,L5,380
27/10/2015,LOB,20
26/10/2015,RIAV1,80
26/10/2015,RIAV2,40
26/10/2015,RIAV3,40
26/10/2015,RIAV4,20
26/10/2015,L3,40
26/10/2015,RIAV1,40
26/10/2015,L9,20
26/10/2015,TAV2,80
26/10/2015,L7c,160
26/10/2015,L8,360
26/10/2015,VT1,20
26/10/2015,FUZ1,40
26/10/2015,OLH1,20
26/10/2015,OLH2,20
26/10/2015,OLH3,20
26/10/2015,OLH5,20
27/10/2015,L6,40
27/10/2015,L6,20
27/10/2015,ESD2,20
27/10/2015,ESD1,20
27/10/2015,ESD1,20
27/10/2015,EMN1,40
27/10/2015,EMN2,20
26/10/2015,L2,1800
26/10/2015,L2,80
27/10/2015,ELM,200
27/10/2015,EMI,20
27/10/2015,L1,40
26/10/2015,L1,20
28/10/2015,L5,20
27/10/2015,POR2,200
27/10/2015,L7c,20
27/10/2015,LAG,20
27/10/2015,L8,20
27/10/2015,L7a,20
28/10/2015,FAR1,20
28/10/2015,FAR2,60
28/10/2015,L8,20
29/10/2015,EMR,20
02/11/2015,LAL,20
02/11/2015,L5,60
02/11/2015,ETJ,20
03/11/2015,L5,40
03/11/2015,LOB,20
02/11/2015,OLH5,20
02/11/2015,POR2,20
02/11/2015,LAG,20
02/11/2015,L7a,20
02/11/2015,L7c,20
03/11/2015,L2,20
03/11/2015,L8,20
03/11/2015,L2,520
02/11/2015,ELM,20
02/11/2015,EMI,20
02/11/2015,L1,20
03/11/2015,L1,20
02/11/2015,RIAV1,20
02/11/2015,RIAV2,120
02/11/2015,RIAV3,20
03/11/2015,EMN1,120
03/11/2015,EMN2,20
02/11/2015,L3,20
02/11/2015,RIAV4,20
02/11/2015,RIAV1,20
04/11/2015,ESD1,20
04/11/2015,L6,20
04/11/2015,L6,20
04/11/2015,OLH1,20
04/11/2015,OLH2,20
04/11/2015,OLH3,20
04/11/2015,FUZ1,20
04/11/2015,L8,20
04/11/2015,L9,20
04/11/2015,TAV2,40
04/11/2015,FAR2,20
04/11/2015,FAR1,20
04/11/2015,VT1,20
05/11/2015,L5,20
09/11/2015,LAL,20
09/11/2015,L9,20
10/11/2015,L5,40
09/11/2015,FUZ1,440
09/11/2015,VT1,20
09/11/2015,TAV2,20
09/11/2015,RIAV1,320
09/11/2015,RIAV2,400
09/11/2015,RIAV3,20
09/11/2015,RIAV4,20
09/11/2015,L3,20
09/11/2015,RIAV1,720
09/11/2015,L1,160
09/11/2015,L2,740
10/11/2015,L2,80
10/11/2015,L1,20
10/11/2015,ELM,20
10/11/2015,EMI,20
10/11/2015,L7c,180
10/11/2015,EMN1,20
10/11/2015,EMN2,20
10/11/2015,POR2,40
10/11/2015,L7a,20
10/11/2015,OLH5,20
10/11/2015,LAG,260
10/11/2015,L7c,20
10/11/2015,OLH4,20
11/11/2015,L6,20
11/11/2015,ESD1,20
11/11/2015,ESD1,20
11/11/2015,ESD2,20
11/11/2015,L6,60
11/11/2015,L3,1140
12/11/2015,L5,20
12/11/2015,ETJ,20
12/11/2015,L5,20
11/11/2015,L8,20
11/11/2015,OLH1,20
11/11/2015,OLH2,80
11/11/2015,OLH3,20
11/11/2015,FAR1,20
11/11/2015,L8,40
11/11/2015,FAR2,20
09/11/2015,L8,140
16/11/2015,LAL,20
16/11/2015,L5,100
16/11/2015,ETJ,20
16/11/2015,EMR,20
16/11/2015,L7c,20
17/11/2015,L5,20
17/11/2015,LOB,20
16/11/2015,VT1,20
16/11/2015,TAV2,300
16/11/2015,L9,100
16/11/2015,L8,100
16/11/2015,FUZ1,20
17/11/2015,L5,20
17/11/2015,L6,20
17/11/2015,ESD1,40
17/11/2015,L6,380
17/11/2015,ESD1,20
17/11/2015,ESD2,20
17/11/2015,L2,420
16/11/2015,L2,60
16/11/2015,L1,20
17/11/2015,L8,60
17/11/2015,POR2,420
17/11/2015,LAG,20
17/11/2015,OLH5,20
17/11/2015,L7a,20
17/11/2015,L7c,20
18/11/2015,L1,20
18/11/2015,ELM,20
18/11/2015,EMI,20
18/11/2015,FAR1,20
19/11/2015,OLH2,140
19/11/2015,OLH1,20
19/11/2015,OLH3,20
18/11/2015,FAR2,20
19/11/2015,OLH4,20
18/11/2015,L8,120
18/11/2015,RIAV3,20
18/11/2015,RIAV2,40
18/11/2015,RIAV1,20
18/11/2015,L3,40
18/11/2015,RIAV4,20
18/11/2015,RIAV1,20
23/11/2015,LAL,20
23/11/2015,ETJ,20
23/11/2015,L5,20
23/11/2015,L7c,20
24/11/2015,L5,20
23/11/2015,RIAV1,60
23/11/2015,L3,40
23/11/2015,RIAV2,20
23/11/2015,RIAV3,20
23/11/2015,RIAV4,20
23/11/2015,RIAV1,20
23/11/2015,RIAV3,100
24/11/2015,LOB,20
24/11/2015,L6,20
24/11/2015,ESD1,20
24/11/2015,ESD1,20
24/11/2015,ESD2,20
24/11/2015,L6,20
24/11/2015,EMI,20
24/11/2015,L2,80
24/11/2015,EMN1,40
24/11/2015,EMN2,20
25/11/2015,L5,20
24/11/2015,POR2,20
24/11/2015,L8,1200
23/11/2015,VT1,20
23/11/2015,TAV2,20
23/11/2015,FUZ1,80
24/11/2015,OLH5,20
23/11/2015,OLH1,20
23/11/2015,OLH2,40
24/11/2015,L7c,20
24/11/2015,L7a,20
24/11/2015,LAG,20
23/11/2015,L9,80
25/11/2015,L1,20
25/11/2015,ELM,20
25/11/2015,L1,20
25/11/2015,FAR2,20
25/11/2015,FAR1,160
25/11/2015,OLH3,40
25/11/2015,L8,60
25/11/2015,L8,120
30/11/2015,LAL,20
30/11/2015,ETJ,20
29/11/2015,L7c,20
30/11/2015,L8,20
30/11/2015,OLH3,20
30/11/2015,OLH2,120
30/11/2015,OLH1,20
30/11/2015,FUZ1,60
30/11/2015,TAV2,60
30/11/2015,VT1,20
30/11/2015,L9,20
30/11/2015,L5,20
30/11/2015,ETJ,20
30/11/2015,L3,20
30/11/2015,RIAV1,20
30/11/2015,RIAV1,20
30/11/2015,RIAV2,20
30/11/2015,RIAV3,20
30/11/2015,RIAV4,20
01/12/2015,L5,20
01/12/2015,LOB,20
01/12/2015,L5,20
01/12/2015,ESD1,20
01/12/2015,ESD2,20
01/12/2015,ESD1,20
01/12/2015,L6,20
01/12/2015,L6,20
01/12/2015,POR2,20
01/12/2015,LAG,20
01/12/2015,L7c,20
01/12/2015,L1,20
30/11/2015,L1,20
30/11/2015,L2,20
01/12/2015,EMI,20
01/12/2015,ELM,20
01/12/2015,EMN2,20
01/12/2015,EMN1,40
