Data da colheita,Zona de produção,Produtoras de DSP
02/12/2015,L3,80
02/12/2015,L8,60
02/12/2015,OLH5,20
02/12/2015,FAR2,40
02/12/2015,FAR1,120
02/12/2015,L8,1320
07/12/2015,LAL,20
07/12/2015,L5,20
07/12/2015,ETJ,20
09/12/2015,L5,20
09/12/2015,LOB,20
09/12/2015,L5,20
09/12/2015,ESD2,20
09/12/2015,L6,20
09/12/2015,L6,20
09/12/2015,ESD1,20
09/12/2015,ESD1,20
07/12/2015,L1,20
07/12/2015,L2,20
09/12/2015,ELM,20
09/12/2015,L1,20
09/12/2015,EMI,20
09/12/2015,L7c,200
07/12/2015,RIAV1,20
07/12/2015,RIAV2,20
09/12/2015,RIAV1,20
07/12/2015,RIAV3,20
07/12/2015,RIAV4,20
09/12/2015,L3,40
09/12/2015,EMN1,20
09/12/2015,EMN2,20
09/12/2015,L9,20
09/12/2015,VT1,20
09/12/2015,TAV2,20
09/12/2015,FUZ1,20
09/12/2015,OLH1,20
09/12/2015,OLH2,20
09/12/2015,OLH3,20
09/12/2015,FAR1,20
09/12/2015,FAR2,20
09/12/2015,L8,20
09/12/2015,OLH5,20
14/12/2015,LAL,20
14/12/2015,L1,20
14/12/2015,EMI,20
14/12/2015,ELM,20
15/12/2015,L5,20
15/12/2015,LOB,20
14/12/2015,RIAV1,20
14/12/2015,RIAV2,20
14/12/2015,RIAV3,20
14/12/2015,RIAV4,20
14/12/2015,RIAV1,20
14/12/2015,L3,20
14/12/2015,RIAV3,20
15/12/2015,L5,20
15/12/2015,L6,20
15/12/2015,ESD1,20
15/12/2015,ESD1,20
15/12/2015,ESD2,20
15/12/2015,L6,20
15/12/2015,EMN2,20
15/12/2015,EMN1,20
16/12/2015,ETJ,20
16/12/2015,OLH1,20
15/12/2015,L7c,20
14/12/2015,TAV2,80
14/12/2015,OLH3,20
14/12/2015,L9,20
15/12/2015,LAG,20
14/12/2015,FUZ1,20
14/12/2015,VT1,20
14/12/2015,OLH2,20
15/12/2015,POR2,20
15/12/2015,L7a,20
15/12/2015,FAR2,20
14/12/2015,OLH5,20
16/12/2015,ETJ,20
16/12/2015,L5,20
16/12/2015,EMR,20
15/12/2015,L2,20
15/12/2015,L1,20
16/12/2015,FAR1,180
16/12/2015,L8,20
21/12/2015,L5,20
21/12/2015,ETJ,20
21/12/2015,L5,20
21/12/2015,L5,20
21/12/2015,LOB,20
21/12/2015,LAL,20
21/12/2015,L6,20
21/12/2015,L6,20
21/12/2015,ESD2,20
21/12/2015,ESD1,20
21/12/2015,ESD1,20
21/12/2015,L9,20
21/12/2015,FUZ1,20
21/12/2015,L8,20
21/12/2015,L8,20
21/12/2015,VT1,20
21/12/2015,FAR2,20
21/12/2015,OLH3,20
21/12/2015,TAV2,80
21/12/2015,OLH2,20
21/12/2015,OLH1,20
21/12/2015,RIAV1,20
21/12/2015,RIAV2,20
21/12/2015,L3,20
21/12/2015,RIAV1,20
21/12/2015,RIAV4,20
21/12/2015,RIAV3,20
28/12/2015,ETJ,20
28/12/2015,L5,20
28/12/2015,POR2,20
28/12/2015,L7c,20
28/12/2015,LAG,20
22/12/2015,OLH5,20
28/12/2015,RIAV1,20
28/12/2015,RIAV2,20
28/12/2015,RIAV3,20
28/12/2015,RIAV4,20
28/12/2015,RIAV1,20
28/12/2015,L3,20
28/12/2015,EMN1,20
28/12/2015,EMN2,20
27/12/2015,L1,20
29/12/2015,EMI,20
29/12/2015,ELM,20
30/12/2015,L1,20
28/12/2015,L2,20
21/12/2015,L7c,20
04/01/2016,LAL,20
05/01/2016,L5,20
05/01/2016,L6,20
05/01/2016,ESD1,20
05/01/2016,L6,20
05/01/2016,ESD2,20
05/01/2016,ESD1,20
05/01/2016,L7c,20
06/01/2016,L5,20
06/01/2016,ETJ,20
06/01/2016,L5,20
06/01/2016,LOB,20
11/01/2016,LAL,20
11/01/2016,L5,20
11/01/2016,RIAV1,20
11/01/2016,RIAV1,20
11/01/2016,RIAV2,20
11/01/2016,RIAV3,20
11/01/2016,RIAV4,20
12/01/2016,LOB,20
11/01/2016,L3,20
12/01/2016,L5,20
12/01/2016,ESD2,20
12/01/2016,ESD1,20
12/01/2016,L6,20
12/01/2016,L6,20
12/01/2016,ESD1,20
12/01/2016,EMN1,20
12/01/2016,EMN2,20
12/01/2016,L7c,20
13/01/2016,L5,20
13/01/2016,ETJ,20
12/01/2016,EMI,20
12/01/2016,ELM,20
11/01/2016,L2,20
13/01/2016,L2,40
11/01/2016,L1,20
12/01/2016,L1,20
18/01/2016,LAL,20
04/01/2016,RIAV1,20
04/01/2016,RIAV1,20
04/01/2016,RIAV2,20
04/01/2016,RIAV3,20
04/01/2016,RIAV4,20
05/01/2016,EMN1,20
05/01/2016,EMN2,20
18/01/2016,FUZ1,40
18/01/2016,L9,20
18/01/2016,OLH1,20
18/01/2016,OLH2,20
18/01/2016,TAV2,20
18/01/2016,VT1,20
18/01/2016,L8,20
18/01/2016,L8,20
18/01/2016,OLH3,20
19/01/2016,LOB,20
19/01/2016,L5,20
18/01/2016,RIAV1,20
18/01/2016,RIAV1,20
18/01/2016,RIAV2,20
18/01/2016,RIAV3,20
18/01/2016,RIAV4,20
18/01/2016,RIAV3,20
18/01/2016,L3,20
19/01/2016,L7c,20
19/01/2016,ESD2,20
19/01/2016,L6,20
19/01/2016,ESD1,20
19/01/2016,ESD1,20
19/01/2016,L6,20
19/01/2016,EMN2,20
19/01/2016,EMN1,20
20/01/2016,L5,20
19/01/2016,L3,20
20/01/2016,ETJ,20
20/01/2016,L5,20
18/01/2016,L2,20
19/01/2016,LAG,20
18/01/2016,L1,20
19/01/2016,ELM,20
20/01/2016,L2,20
19/01/2016,L1,20
19/01/2016,EMI,20
20/01/2016,L8,20
19/01/2016,L7a,20
20/01/2016,FAR1,20
19/01/2016,POR2,20
19/01/2016,L7c,20
25/01/2016,LAL,120
17/12/2015,EMI,20
25/01/2016,L8,120
25/01/2016,VT1,20
25/01/2016,L9,100
25/01/2016,FUZ1,60
25/01/2016,OLH1,60
25/01/2016,OLH2,20
25/01/2016,OLH3,20
25/01/2016,TAV2,40
26/01/2016,LOB,20
25/01/2016,RIAV1,20
25/01/2016,RIAV1,20
25/01/2016,RIAV2,40
25/01/2016,RIAV3,20
25/01/2016,RIAV4,20
25/01/2016,L3,20
26/01/2016,L5,20
26/01/2016,L5,20
26/01/2016,L2,20
25/01/2016,L1,20
25/01/2016,L2,20
26/01/2016,L1,20
26/01/2016,ELM,20
26/01/2016,EMI,20
26/01/2016,L6,20
26/01/2016,ESD1,20
26/01/2016,L6,100
26/01/2016,ESD1,280
26/01/2016,ESD2,20
26/01/2016,EMN1,20
26/01/2016,EMN2,40
26/01/2016,POR2,20
26/01/2016,L7c,20
26/01/2016,LAG,20
26/01/2016,L7a,20
26/01/2016,L7c,20
27/01/2016,ETJ,20
27/01/2016,L5,20
27/01/2016,FAR1,20
27/01/2016,FAR2,20
27/01/2016,L8,20
01/02/2016,LAL,1680
01/02/2016,FAR2,20
01/02/2016,L8,40
01/02/2016,L3,20
02/02/2016,L5,20
01/02/2016,L7c,20
01/02/2016,RIAV1,20
01/02/2016,RIAV3,20
02/02/2016,LOB,20
03/02/2016,L5,20
02/02/2016,L6,20
02/02/2016,ESD1,20
02/02/2016,L6,20
02/02/2016,ESD1,20
02/02/2016,ELM,20
01/02/2016,L2,20
01/02/2016,L1,20
02/02/2016,EMI,20
02/02/2016,L1,20
02/02/2016,L1,20
03/02/2016,ETJ,20
03/02/2016,L5,20
02/02/2016,RIAV1,20
02/02/2016,RIAV2,20
02/02/2016,RIAV3,20
02/02/2016,RIAV4,80
02/02/2016,EMN1,20
02/02/2016,L7a,20
02/02/2016,POR2,20
02/02/2016,L7c,20
01/02/2016,L8,20
02/02/2016,LAG,20
02/02/2016,OLH5,20
02/02/2016,EMN2,20
03/02/2016,FUZ1,20
02/02/2016,L8,20
03/02/2016,L9,20
03/02/2016,OLH1,20
03/02/2016,OLH3,20
03/02/2016,FAR1,20
03/02/2016,OLH2,20
03/02/2016,VT1,20
03/02/2016,TAV2,20
08/02/2016,LAL,1040
08/02/2016,LOB,20
08/02/2016,L5,20
10/02/2016,L5,20
10/02/2016,L6,20
10/01/2016,L6,20
10/02/2016,ESD1,20
10/02/2016,ESD2,20
10/02/2016,ESD1,20
10/02/2016,L1,20
10/02/2016,L2,20
08/02/2016,L1,20
10/02/2016,EMI,20
10/02/2016,ELM,20
10/02/2016,FAR2,20
10/02/2016,LAG,20
08/02/2016,VT1,743
08/02/2016,L9,20
08/02/2016,L8,40
08/02/2016,FUZ1,20
08/02/2016,TAV2,80
10/02/2016,POR2,20
08/02/2016,OLH1,20
08/02/2016,OLH2,20
08/02/2016,OLH3,20
10/02/2016,OLH5,20
10/02/2016,L7c,20
10/02/2016,L3,40
10/02/2016,RIAV1,20
10/02/2016,RIAV4,20
10/02/2016,EMN1,20
10/02/2016,EMN2,20
10/02/2016,RIAV3,20
10/02/2016,RIAV2,20
10/02/2016,RIAV1,20
11/02/2016,ETJ,20
11/02/2016,L5,20
15/02/2016,LAL,20
16/02/2016,L5,20
15/02/2016,FAR2,20
15/02/2016,L8,20
16/02/2016,L6,20
16/02/2016,L6,20
16/02/2016,ESD1,20
17/02/2016,ETJ,20
17/02/2016,L5,20
16/02/2016,RIAV1,20
16/02/2016,RIAV2,20
16/02/2016,RIAV3,120
16/02/2016,RIAV3,20
16/02/2016,RIAV4,20
16/02/2016,RIAV1,20
16/02/2016,EMN1,20
16/02/2016,EMN2,300
17/02/2016,LOB,20
16/02/2016,LAG,20
16/02/2016,POR2,20
16/02/2016,L7a,20
16/02/2016,L7c,20
16/02/2016,L7c,20
16/02/2016,ELM,20
16/02/2016,EMI,20
16/01/2016,L1,20
15/02/2016,L1,20
15/02/2016,L2,20
17/02/2016,L2,20
17/02/2016,L9,20
17/02/2016,L8,20
17/02/2016,OLH1,360
17/02/2016,OLH2,20
17/02/2016,OLH3,20
16/02/2016,OLH5,20
17/02/2016,L8,20
17/02/2016,VT1,20
17/02/2016,TAV2,20
17/02/2016,FAR1,20
17/02/2016,FUZ1,20
18/02/2016,L5,20
22/02/2016,LAL,20
22/02/2016,L8,20
22/02/2016,L8,20
22/02/2016,L7c,20
23/02/2016,L5,20
23/02/2016,LOB,20
23/02/2016,ESD1,20
23/02/2016,L6,20
23/02/2016,L6,20
23/02/2016,ESD1,40
23/02/2016,ESD2,20
23/02/2016,ELM,20
23/02/2016,EMI,20
23/02/2016,L1,20
22/02/2016,L1,20
22/02/2016,L2,20
23/02/2016,L2,20
24/02/2016,L9,20
22/02/2016,RIAV1,20
22/02/2016,RIAV4,20
22/02/2016,RIAV2,20
22/02/2016,RIAV3,20
22/02/2016,L3,20
22/02/2016,RIAV1,20
24/02/2016,L5,20
23/02/2016,L7a,20
23/02/2016,EMN1,20
23/02/2016,EMN2,20
23/02/2016,L8,20
23/02/2016,LAG,20
23/02/2016,POR2,20
23/02/2016,OLH4,20
23/02/2016,OLH5,20
23/02/2016,L7c,20
24/02/2016,FUZ1,20
24/02/2016,OLH1,20
24/02/2016,OLH2,20
24/02/2016,OLH3,20
24/02/2016,TAV2,20
25/02/2016,ETJ,20
25/02/2016,L5,20
29/02/2016,LAL,680
29/02/2016,L8,20
29/02/2016,L7c,20
29/02/2016,L3,20
29/02/2016,RIAV1,20
29/02/2016,RIAV4,480
29/02/2016,RIAV3,20
29/02/2016,RIAV2,20
29/02/2016,RIAV1,20
01/03/2016,L5,20
01/03/2016,LOB,20
01/03/2016,L6,20
01/03/2016,ESD1,100
01/03/2016,L6,20
01/03/2016,ESD2,20
01/03/2016,ESD1,20
01/03/2016,EMI,20
01/03/2016,L2,20
01/03/2016,ELM,20
29/02/2016,L1,20
29/02/2016,L2,20
01/03/2016,L1,20
02/03/2016,L5,20
01/03/2016,EMN1,20
01/03/2016,EMN2,20
01/03/2016,L7c,20
01/03/2016,LAG,20
01/03/2016,POR2,40
02/03/2016,L8,20
02/03/2016,L8,20
02/03/2016,L9,20
02/03/2016,TAV2,40
02/03/2016,VT1,40
02/03/2016,FAR2,20
02/03/2016,FAR1,80
01/03/2016,OLH5,20
01/03/2016,OLH4,20
02/03/2016,OLH3,20
02/03/2016,OLH2,20
02/03/2016,OLH1,20
02/03/2016,EMI,20
03/03/2016,EMR,20
04/03/2016,L5,20
04/03/2016,ETJ,20
07/03/2016,LAL,80
08/03/2016,LOB,20
08/03/2016,L5,20
07/03/2016,L8,20
07/03/2016,L8,20
07/03/2016,FUZ1,20
07/03/2016,OLH1,20
07/03/2016,OLH2,20
07/03/2016,OLH3,20
08/03/2016,L6,20
08/03/2016,ESD1,20
08/03/2016,ESD1,20
08/03/2016,L6,20
08/03/2016,L7c,20
08/03/2016,L3,20
08/03/2016,RIAV1,20
08/03/2016,RIAV3,20
08/03/2016,RIAV2,20
08/03/2016,RIAV4,20
08/03/2016,RIAV3,20
08/03/2016,RIAV1,20
08/03/2016,ESD2,20
07/03/2016,L2,20
09/03/2016,L2,20
07/03/2016,L1,20
08/03/2016,POR2,20
08/03/2016,LAG,20
08/03/2016,L7a,20
08/03/2016,L7c,20
08/03/2016,OLH5,20
09/03/2016,L8,20
09/03/2016,L9,20
09/03/2016,VT1,20
09/03/2016,TAV2,20
09/03/2016,FAR2,20
09/03/2016,EMN1,20
09/03/2016,EMN2,20
10/03/2016,ETJ,20
10/03/2016,L5,20
14/03/2016,LAL,20
14/03/2016,RIAV1,20
14/03/2016,RIAV2,20
14/03/2016,RIAV3,20
14/03/2016,RIAV4,20
14/03/2016,RIAV1,20
14/03/2016,L3,20
14/03/2016,L8,20
14/03/2016,L7c,20
15/03/2016,LOB,20
15/03/2016,EMN2,20
15/03/2016,EMN1,20
14/03/2016,L2,20
15/03/2016,L2,20
15/03/2016,LAG,20
15/03/2016,FAR2,20
15/03/2016,POR2,20
15/03/2016,L7c,20
15/03/2016,L7a,20
15/03/2016,OLH4,20
15/03/2016,OLH5,20
16/03/2016,ESD1,20
16/03/2016,L6,20
16/03/2016,L6,20
17/03/2016,L5,20
17/03/2016,L5,20
17/03/2016,ETJ,20
16/03/2016,L3,20
16/03/2016,L8,20
21/03/2016,LAL,20
21/03/2016,L3,140
21/03/2016,L2,20
21/03/2016,L3,40
21/03/2016,L7c,20
21/03/2016,RIAV1,40
21/03/2016,RIAV1,20
21/03/2016,RIAV2,20
21/03/2016,RIAV3,20
21/03/2016,RIAV4,20
21/03/2016,RIAV3,20
21/03/2016,EMN1,20
21/03/2016,EMN2,20
22/03/2016,LOB,20
22/03/2016,L5,20
21/03/2016,L9,20
21/03/2016,L8,20
21/03/2016,OLH1,40
21/03/2016,FAR1,20
21/03/2016,TAV2,40
21/03/2016,VT1,20
21/03/2016,OLH2,20
21/03/2016,OLH3,20
21/03/2016,FUZ1,20
22/03/2016,L8,20
22/03/2016,L8,160
22/03/2016,L7a,20
21/03/2016,OLH5,40
22/03/2016,POR2,20
22/03/2016,FAR2,20
22/03/2016,LAG,20
22/03/2016,L7c,20
23/03/2016,L6,20
23/03/2016,ESD1,20
23/03/2016,ESD1,20
23/03/2016,ESD2,20
23/03/2016,L6,60
28/03/2016,LAL,20
28/03/2016,ETJ,20
28/03/2016,L5,20
28/03/2016,RIAV1,1360
28/03/2016,RIAV2,1100
28/03/2016,RIAV3,240
28/03/2016,RIAV4,160
28/03/2016,RIAV1,20
28/03/2016,FUZ1,20
28/03/2016,TAV2,20
28/03/2016,VT1,20
28/03/2016,L9,20
29/03/2016,LOB,20
29/03/2016,L5,20
29/03/2016,L6,320
29/03/2016,ESD2,20
29/03/2016,ESD1,40
29/03/2016,L6,20
29/03/2016,EMI,20
29/03/2016,L7a,20
29/03/2016,LAG,20
29/03/2016,L3,600
29/03/2016,L7c,20
29/03/2016,POR2,20
29/03/2016,OLH5,20
29/03/2016,EMN2,20
29/03/2016,EMN1,20
29/03/2016,L8,200
29/03/2016,L7c,20
29/03/2016,OLH4,20
01/04/2016,L5,20
04/04/2016,LAL,40
04/04/2016,L5,20
04/04/2016,ETJ,20
01/04/2016,L3,60
04/04/2016,TAV2,20
04/04/2016,FUZ1,20
04/04/2016,L9,20
04/04/2016,VT1,20
04/04/2016,OLH1,20
04/04/2016,RIAV4,20
04/04/2016,RIAV1,20
04/04/2016,RIAV3,20
04/04/2016,RIAV1,20
04/04/2016,RIAV2,20
04/04/2016,L3,20
05/04/2016,LOB,20
05/04/2016,L5,20
05/04/2016,POR2,20
05/04/2016,L7a,20
05/04/2016,L7c,20
05/04/2016,OLH4,20
05/04/2016,OLH5,40
05/04/2016,L7c,20
05/04/2016,LAG,20
05/04/2016,L2,20
05/04/2016,L1,20
05/04/2016,L1,20
05/04/2016,L2,20
05/04/2016,EMN1,20
05/04/2016,EMN2,20
06/04/2016,L1,20
06/04/2016,ELM,20
06/04/2016,EMI,20
06/04/2016,L8,20
06/04/2016,FAR1,20
06/04/2016,OLH3,20
06/04/2016,OLH2,20
06/04/2016,L6,20
06/04/2016,L6,20
06/04/2016,ESD1,20
06/04/2016,ESD1,20
06/04/2016,ESD2,20
11/04/2016,L5,20
11/04/2016,LOB,20
11/04/2016,EMI,20
11/04/2016,L5,20
12/04/2016,LAL,20
11/04/2016,RIAV1,20
11/04/2016,RIAV1,20
11/04/2016,L3,20
11/04/2016,RIAV2,20
11/04/2016,RIAV3,20
11/04/2016,RIAV4,20
11/04/2016,TAV2,20
11/04/2016,FUZ1,20
11/04/2016,OLH5,20
11/04/2016,L8,20
11/04/2016,VT1,20
11/04/2016,L9,20
11/04/2016,L1,20
12/04/2016,EMI,20
12/04/2016,ELM,20
11/04/2016,L2,20
12/04/2016,L1,20
12/04/2016,POR2,20
12/04/2016,L7a,20
12/04/2016,L7c,20
12/04/2016,LAG,20
12/04/2016,EMN1,20
12/04/2016,EMN2,20
13/04/2016,L6,20
13/04/2016,ESD1,20
13/04/2016,ESD1,20
13/04/2016,L6,20
13/04/2016,OLH2,20
13/04/2016,OLH1,20
13/04/2016,L8,20
13/04/2016,FAR1,20
13/04/2016,L8,20
13/04/2016,FAR2,20
13/04/2016,OLH3,20
13/04/2016,OLH4,40
15/04/2016,L5,20
18/04/2016,LAL,20
14/04/2016,L1,20
18/04/2016,L3,20
14/04/2016,L2,20
18/04/2016,L5,20
18/04/2016,ETJ,20
18/04/2016,L8,20
18/04/2016,RIAV4,20
18/04/2016,L3,20
18/04/2016,RIAV3,20
18/04/2016,RIAV3,20
18/04/2016,RIAV1,20
18/04/2016,RIAV2,20
18/04/2016,RIAV1,20
18/04/2016,OLH1,20
18/04/2016,L9,20
18/04/2016,TAV2,20
18/04/2016,FUZ1,20
18/04/2016,OLH2,20
18/04/2016,VT1,20
19/04/2016,L5,20
19/04/2016,LOB,20
18/04/2016,L7c,20
19/04/2016,L6,20
19/04/2016,ESD1,20
19/04/2016,ESD1,20
19/04/2016,ESD2,20
19/04/2016,L6,20
19/04/2016,L7a,20
19/04/2016,L7c,20
19/04/2016,LAG,20
19/04/2016,POR2,20
19/04/2016,OLH4,20
19/04/2016,OLH5,20
19/04/2016,EMN2,20
19/04/2016,EMN1,20
19/04/2016,L1,20
19/04/2016,L2,20
20/04/2016,L1,20
20/04/2016,EMI,20
20/04/2016,ELM,20
20/04/2016,FAR2,20
20/04/2016,FAR1,20
20/04/2016,OLH3,20
20/04/2016,L8,20
21/04/2016,L2,20
26/04/2016,L5,20
26/04/2016,LOB,20
26/04/2016,LAL,236523
26/04/2016,L3,20
26/04/2016,L7c,20
26/04/2016,EMI,20
26/04/2016,L8,400
26/04/2016,FUZ1,20
26/04/2016,L9,100
26/04/2016,OLH5,360
26/04/2016,TAV2,1000
27/04/2016,L6,20
27/04/2016,ESD1,20
27/04/2016,L5,20
27/04/2016,L6,40
27/04/2016,ETJ,20
27/04/2016,ESD1,20
27/04/2016,ESD2,20
26/04/2016,EMI,20
26/04/2016,ELM,160
27/04/2016,L2,20
27/04/2016,L1,20
26/04/2016,L1,20
26/04/2016,FAR2,40
27/04/2016,LAG,20
27/04/2016,L7c,15472
27/04/2016,L7a,100
27/04/2016,POR2,80
27/04/2016,L8,13795
27/04/2016,L1,1660
27/04/2016,L3,2600
27/04/2016,L2,20
28/04/2016,L8,60
28/04/2016,OLH3,20
28/04/2016,OLH1,20
28/04/2016,OLH2,160
28/04/2016,FAR1,20
02/05/2016,LAL,40
02/05/2016,L5,40
02/05/2016,L1,20
02/05/2016,L7c,3920
02/05/2016,L2,20
02/05/2016,L1,20
02/05/2016,EMI,20
02/05/2016,ELM,40
02/05/2016,L9,420
03/05/2016,LOB,20
02/05/2016,L5,180
02/05/2016,OLH1,20
02/05/2016,OLH2,80
02/05/2016,OLH3,120
02/05/2016,FUZ1,120
02/05/2016,TAV2,5120
02/05/2016,VT1,20
03/05/2016,EMN1,20
03/05/2016,EMN2,4456
02/05/2016,L3,40
02/05/2016,RIAV1,20
02/05/2016,RIAV2,40
02/05/2016,RIAV3,40
02/05/2016,RIAV4,20
02/05/2016,RIAV1,20
03/05/2016,ESD1,20
03/05/2016,ESD2,20
03/05/2016,ESD1,260
03/05/2016,L6,1820
03/05/2016,L6,160
03/05/2016,LAG,200
03/05/2016,POR2,640
03/05/2016,L7a,20
03/05/2016,L7c,400
04/05/2016,ETJ,180
04/05/2016,L5,20
03/05/2016,L2,20
04/05/2016,FAR2,20
03/05/2016,L1,20
04/05/2016,L3,2960
04/05/2016,OLH5,1480
04/05/2016,FAR1,120
04/05/2016,L8,3240
09/05/2016,LAL,480
09/05/2016,ETJ,160
09/05/2016,L5,220
10/05/2016,L5,180
10/05/2016,LOB,1120
09/05/2016,L8,320
09/05/2016,FUZ1,40
09/05/2016,OLH1,40
09/05/2016,TAV2,160
09/05/2016,L9,40
09/05/2016,VT1,40
10/05/2016,ESD1,20
10/05/2016,L6,180
10/05/2016,ESD1,20
10/05/2016,L6,2320
10/05/2016,ESD2,20
10/05/2016,L7c,160
10/05/2016,LAG,80
10/05/2016,L7a,20
10/05/2016,POR2,200
10/05/2016,OLH5,20
09/05/2016,L2,40
09/05/2016,L1,60
10/05/2016,ELM,320
10/05/2016,L1,40
10/05/2016,EMI,20
10/05/2016,L1,1520
11/05/2016,FAR2,240
11/05/2016,FAR1,80
11/05/2016,OLH3,20
11/05/2016,OLH2,20
12/05/2016,L2,1340
16/05/2016,LAL,20
16/05/2016,L5,80
16/05/2016,ETJ,20
16/05/2016,L5,40
16/05/2016,ETJ,20
16/05/2016,L9,20
16/05/2016,VT1,20
16/05/2016,TAV2,40
16/05/2016,FUZ1,1408
16/05/2016,OLH1,20
16/05/2016,OLH2,80
16/05/2016,OLH3,20
16/05/2016,L7c,40
17/05/2016,LOB,20
17/05/2016,L2,20
17/05/2016,L1,20
16/05/2016,EMI,20
17/05/2016,L2,20
17/05/2016,L1,20
16/05/2016,ELM,40
16/05/2016,L1,20
17/05/2016,L7a,20
17/05/2016,L7c,100
17/05/2016,LAG,120
17/05/2016,OLH5,20
17/05/2016,POR2,120
18/05/2016,L6,20
18/05/2016,ESD2,40
18/05/2016,ESD1,20
18/05/2016,ESD1,20
18/05/2016,L8,20
18/05/2016,FAR2,20
18/05/2016,FAR1,20
23/05/2016,LAL,20
23/05/2016,L2,20
23/05/2016,L2,300
23/05/2016,L1,20
23/05/2016,L1,520
23/05/2016,RIAV1,20
23/05/2016,RIAV1,69457
23/05/2016,RIAV2,40
23/05/2016,RIAV3,20
23/05/2016,RIAV4,20
23/05/2016,L3,20
23/05/2016,L8,40
23/05/2016,FUZ1,120
23/05/2016,L9,40
23/05/2016,TAV2,20
23/05/2016,VT1,20
24/05/2016,ESD2,20
24/05/2016,ESD1,20
24/05/2016,ESD1,40
24/05/2016,L6,60
24/05/2016,LAG,20
24/05/2016,OLH5,120
24/05/2016,POR2,80
24/05/2016,L7a,20
24/05/2016,L7c,20
24/05/2016,L7c,20
24/05/2016,ELM,40
24/05/2016,EMI,20
24/05/2016,L1,20
25/05/2016,L5,20
24/05/2016,EMN2,20
24/05/2016,EMN1,20
25/05/2016,LOB,40
25/05/2016,ETJ,120
25/05/2016,L5,60
27/05/2016,EMR,20
30/05/2016,LAL,80
30/05/2016,L5,320
30/05/2016,ETJ,20
30/05/2016,L7c,20
30/05/2016,L3,80
30/05/2016,RIAV1,200
30/05/2016,RIAV1,20
30/05/2016,RIAV3,20
30/05/2016,RIAV2,80
30/05/2016,RIAV4,20
31/05/2016,LOB,20
30/05/2016,OLH1,20
30/05/2016,OLH2,40
30/05/2016,OLH3,20
30/05/2016,FUZ1,160
30/05/2016,L9,20
30/05/2016,TAV2,20
30/05/2016,VT1,20
31/05/2016,ESD1,20
31/05/2016,ESD1,20
31/05/2016,ESD2,20
31/05/2016,L6,20
30/05/2016,FAR2,20
31/05/2016,L7a,40
31/05/2016,L7c,20
31/05/2016,LAG,20
31/05/2016,POR2,20
31/05/2016,L1,20
30/05/2016,L2,20
30/05/2016,L1,640
31/05/2016,L2,20
30/05/2016,EMI,20
30/05/2016,L1,40
30/05/2016,ELM,20
01/06/2016,L5,20
31/05/2016,EMN1,80
31/05/2016,EMN2,20
31/05/2016,L8,320
01/06/2016,L8,260
01/06/2016,FAR1,20
01/06/2016,L8,80
06/06/2016,LAL,20
06/06/2016,L5,60
06/06/2016,ETJ,20
06/06/2016,L9,40
06/06/2016,VT1,20
06/06/2016,TAV2,160
06/06/2016,FUZ1,160
06/06/2016,RIAV1,40
06/06/2016,RIAV2,80
06/06/2016,RIAV3,200
06/06/2016,RIAV4,20
06/06/2016,RIAV1,20
06/06/2016,L3,120
06/06/2016,ELM,20
06/06/2016,L1,20
06/06/2016,L2,20
06/06/2016,EMI,40
06/06/2016,L1,20
07/06/2016,LOB,20
06/06/2016,FAR2,20
07/06/2016,L6,20
07/06/2016,ESD2,20
07/06/2016,ESD1,20
07/06/2016,ESD1,20
07/06/2016,OLH5,40
07/06/2016,EMN1,20
07/06/2016,EMN2,20
07/06/2016,POR2,20
07/06/2016,L7c,20
07/06/2016,L7a,20
07/06/2016,LAG,20
07/06/2016,L3,20
07/06/2016,L2,20
07/06/2016,L1,20
08/06/2016,L8,200
08/06/2016,OLH1,20
08/06/2016,OLH2,20
08/06/2016,OLH3,20
13/06/2016,RIAV1,80
13/06/2016,RIAV1,320
13/06/2016,RIAV2,200
13/06/2016,RIAV3,20
13/06/2016,RIAV4,20
13/06/2016,L3,480
13/06/2016,OLH1,20
13/06/2016,OLH2,240
13/06/2016,OLH3,20
13/06/2016,OLH5,20
13/06/2016,FUZ1,40
13/06/2016,TAV2,40
13/06/2016,VT1,20
13/06/2016,L9,20
14/06/2016,LAL,20
14/06/2016,LOB,20
14/06/2016,ESD1,20
14/06/2016,ESD1,20
14/06/2016,L6,20
15/06/2016,L5,20
13/06/2016,EMI,40
14/06/2016,L2,20
13/06/2016,ELM,280
14/06/2016,L2,80
13/06/2016,L1,360
14/06/2016,L1,200
14/06/2016,EMN1,20
14/06/2016,EMN2,20
15/06/2016,FAR1,20
14/06/2016,FAR2,20
14/06/2016,L8,20
14/06/2016,POR2,20
14/06/2016,LAG,20
14/06/2016,L7c,40
14/06/2016,L7a,20
20/06/2016,LAL,80
21/06/2016,L5,200
20/06/2016,RIAV1,60
20/06/2016,RIAV2,20
20/06/2016,RIAV3,20
20/06/2016,RIAV4,20
20/06/2016,RIAV1,20
20/06/2016,L3,20
20/06/2016,L8,20
20/06/2016,TAV2,20
20/06/2016,L9,20
20/06/2016,VT1,20
20/06/2016,L8,60
21/06/2016,LOB,400
21/06/2016,ESD1,20
21/06/2016,L6,40
21/06/2016,ESD2,20
21/06/2016,L6,20
20/06/2016,L2,20
20/06/2016,L1,20
21/06/2016,EMI,40
21/06/2016,ELM,40
21/06/2016,EMN1,20
