Espécie,Zona de produção,Capitania,Data da colheita,Toxinas Lipofílicas
A. Japonesa,RIAV1,Aveiro,26/04/2017,80.0
Longueirão,RIAV2,Aveiro,26/04/2017,625.0
Berbigão,RIAV3,Aveiro,26/04/2017,587.0
A. Japonesa,RIAV3,Aveiro,26/04/2017,154.0
Mexilhão,RIAV4,Aveiro,26/04/2017,625.0
Berbigão,RIAV1,Aveiro,26/04/2017,401.0
Berbigão,RIAV2,Aveiro,26/04/2017,625.0
A. Macha,RIAV1,Aveiro,26/04/2017,625.0
Mexilhão,RIAV2,Aveiro,26/04/2017,625.0
Mexilhão,L7c,Lagos,26/04/2017,34.0
Berbigão,FAR2,Faro,26/04/2017,90.0
Mexilhão,OLH2,Olhão,26/04/2017,173.0
Mexilhão,TAV2,Tavira,26/04/2017,273.0
Mexilhão,L3,Aveiro,26/04/2017,625.0
Mexilhão,FAR1,Faro,26/04/2017,115.0
Conquilha,L9,VRSA,26/04/2017,400.0
Longueirão,POR2,Portimão,27/04/2017,161.0
A. Boa,POR2,Portimão,27/04/2017,89.0
Mexilhão,LAG,Lagos,27/04/2017,99.0
Mexilhão,L7c,Lagos,25/04/2017,149.0
Mexilhão,POR2,Portimão,27/04/2017,84.0
Ostra-gigante,RIAV3,Aveiro,26/04/2017,52.0
Ostra-gigante,VT1,Tavira-VRSA,26/04/2017,71.0
Ostra-gigante,GUA,GUA,26/04/2017,25.3
Ostra-gigante,POR3,Portimão,26/04/2017,25.3
Mexilhão,EMR,Sines,28/04/2017,61.0
A. Japonesa,ETJ,Lisboa,02/05/2017,25.3
Mexilhão,LAL,Setúbal,02/05/2017,46.0
A. Boa,LAL,Setúbal,02/05/2017,34.0
Lambujinha,ESD1,Setúbal,02/05/2017,25.3
Berbigão,LOB,Peniche,02/05/2017,52.0
Mexilhão,LOB,Peniche,02/05/2017,105.0
A. Japonesa,ESD2,Setúbal,02/05/2017,25.3
A. Branca,L2,Douro,02/05/2017,189.0
Longueirão,LAL,Setúbal,03/05/2017,46.0
Longueirão,L6,Setúbal,03/05/2017,25.3
A. Macha,LAL,Setúbal,03/05/2017,25.3
A. Japonesa,RIAV1,Aveiro,02/05/2017,291.0
A. Macha,RIAV3,Aveiro,02/05/2017,413.0
A. Japonesa,RIAV2,Aveiro,02/05/2017,67.0
A. Boa,RIAV3,Aveiro,02/05/2017,193.0
A. Boa,RIAV2,Aveiro,02/05/2017,33.0
Berbigão,RIAV1,Aveiro,02/05/2017,342.0
A. Macha,RIAV2,Aveiro,02/05/2017,347.0
Mexilhão,RIAV1,Aveiro,02/05/2017,625.0
A. Macha,RIAV1,Aveiro,02/05/2017,400.0
Berbigão,RIAV2,Aveiro,02/05/2017,362.0
Longueirão,RIAV1,Aveiro,02/05/2017,280.0
Berbigão,RIAV3,Aveiro,02/05/2017,358.0
Mexilhão,RIAV2,Aveiro,02/05/2017,625.0
Longueirão,RIAV2,Aveiro,02/05/2017,534.0
Longueirão,POR2,Portimão,02/05/2017,127.0
Berbigão,FAR2,Faro,02/05/2017,156.0
Mexilhão,OLH3,Olhão,02/05/2017,102.0
A. Boa,OLH5,Olhão,02/05/2017,54.0
A. Boa,POR2,Portimão,02/05/2017,46.0
Berbigão,OLH5,Olhão,02/05/2017,47.0
Conquilha,L8,Olhão,02/05/2017,373.0
Mexilhão,ETJ,Lisboa,03/05/2017,142.0
Mexilhão,L5,Lisboa,03/05/2017,304.0
Mexilhão,FAR1,Faro,02/05/2017,119.0
Mexilhão,TAV2,Tavira,02/05/2017,135.0
Mexilhão,POR2,Portimão,02/05/2017,66.0
Mexilhão,OLH4,Olhão,02/05/2017,104.0
Mexilhão,LAG,Lagos,02/05/2017,126.0
Mexilhão,OLH2,Olhão,02/05/2017,97.0
Conquilha,L9,VRSA,02/05/2017,160.0
Ostra-gigante,RIAV3,Aveiro,02/05/2017,34.0
Ostra-gigante,POR3,Portimão,02/05/2017,25.3
A. Japonesa,RIAV4,Aveiro,03/05/2017,133.0
Ostra-gigante,OLH5,Olhão,02/05/2017,25.3
Mexilhão,L7c,Lagos,03/05/2017,104.0
A. Macha,RIAV4,Aveiro,03/05/2017,25.3
Berbigão,RIAV4,Aveiro,03/05/2017,160.0
Ostra-gigante,L7b,Lagos-Portimão,02/05/2017,25.3
Ostra-gigante,RIAV4,Aveiro,03/05/2017,25.3
A. Cão,OLH5,Olhão,04/05/2017,41.0
Mexilhão,LAL,Setúbal,08/05/2017,63.0
Mexilhão,L7c,Lagos,08/05/2017,60.0
A. Boa,OLH5,Olhão,08/05/2017,36.0
A. Boa,TAV2,Tavira,08/05/2017,25.3
Conquilha,L9,VRSA,08/05/2017,121.0
Conquilha,L8,Olhão,08/05/2017,280.0
Berbigão,OLH5,Olhão,08/05/2017,32.0
Mexilhão,RIAV1,Aveiro,08/05/2017,625.0
A. Macha,RIAV2,Aveiro,08/05/2017,354.0
Mexilhão,RIAV2,Aveiro,08/05/2017,625.0
Longueirão,RIAV4,Aveiro,08/05/2017,86.0
A. Boa,RIAV3,Aveiro,08/05/2017,131.0
A. Macha,RIAV3,Aveiro,08/05/2017,242.0
Mexilhão,RIAV4,Aveiro,08/05/2017,324.0
Longueirão,RIAV2,Aveiro,08/05/2017,236.0
Berbigão,RIAV2,Aveiro,08/05/2017,342.0
Mexilhão,L3,Aveiro,08/05/2017,625.0
Mexilhão,LOB,Peniche,09/05/2017,40.0
Berbigão,LOB,Peniche,09/05/2017,39.0
A. Japonesa,ESD2,Setúbal,09/05/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,08/05/2017,25.3
Ostra-gigante,OLH5,Olhão,08/05/2017,25.3
Ostra-gigante,GUA,GUA,08/05/2017,25.3
A. Japonesa,ETJ,Lisboa,09/05/2017,25.3
A. Japonesa,RIAV1,Aveiro,09/05/2017,102.0
A. Macha,RIAV1,Aveiro,09/05/2017,625.0
A. Branca,L3,Aveiro,09/05/2017,109.0
Berbigão,EMN1,Fig. Foz,09/05/2017,404.0
Conquilha,L5,Lisboa,08/05/2017,737.0
Lambujinha,EMN2,Fig. Foz,08/05/2017,25.3
A. Branca,L2,Douro,08/05/2017,56.0
Conquilha,L5,Lisboa,10/05/2017,644.0
Mexilhão,ETJ,Lisboa,10/05/2017,150.0
Mexilhão,L5,Lisboa,10/05/2017,246.0
Berbigão,RIAV1,Aveiro,09/05/2017,80.0
Mexilhão,L4,Nazaré,09/05/2017,625.0
Mexilhão,OLH2,Olhão,09/05/2017,61.0
Longueirão,POR2,Portimão,09/05/2017,56.0
Mexilhão,ELM,V. Castelo,09/05/2017,127.0
A. Boa,OLH2,Olhão,09/05/2017,25.3
A. Cão,OLH2,Olhão,09/05/2017,40.0
Berbigão,FUZ1,Olhão,09/05/2017,31.0
Berbigão,OLH2,Olhão,09/05/2017,39.0
Mexilhão,POR2,Portimão,09/05/2017,42.0
Mexilhão,LAG,Lagos,09/05/2017,84.0
Mexilhão,L7a,Lagos,09/05/2017,44.0
Mexilhão,FAR1,Faro,09/05/2017,110.0
A. Branca,L2,Douro,10/05/2017,117.0
Berbigão,FAR2,Faro,09/05/2017,77.0
Conquilha,L9,VRSA,10/05/2017,120.0
Mexilhão,TAV2,Tavira,10/05/2017,108.0
Ostra-gigante,TAV2,Tavira,10/05/2017,25.3
Ostra-gigante,POR3,Portimão,09/05/2017,25.3
Ostra-gigante,OLH2,Olhão,09/05/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,09/05/2017,25.3
Mexilhão,EMR,Sines,11/05/2017,33.0
Mexilhão,LAL,Setúbal,15/05/2017,130.0
Mexilhão,ETJ,Lisboa,15/05/2017,131.0
Mexilhão,L5,Lisboa,15/05/2017,213.0
Longueirão,RIAV1,Aveiro,15/05/2017,310.0
A. Macha,RIAV1,Aveiro,15/05/2017,625.0
Longueirão,RIAV2,Aveiro,15/05/2017,625.0
Mexilhão,RIAV2,Aveiro,15/05/2017,625.0
Berbigão,RIAV1,Aveiro,15/05/2017,123.0
A. Macha,RIAV3,Aveiro,15/05/2017,625.0
A. Boa,RIAV1,Aveiro,15/05/2017,418.0
Mexilhão,RIAV1,Aveiro,15/05/2017,625.0
Mexilhão,L3,Aveiro,15/05/2017,625.0
Mexilhão,RIAV4,Aveiro,15/05/2017,606.0
Berbigão,RIAV3,Aveiro,15/05/2017,625.0
Berbigão,RIAV2,Aveiro,15/05/2017,319.0
A. Japonesa,RIAV1,Aveiro,15/05/2017,182.0
Berbigão,RIAV4,Aveiro,15/05/2017,279.0
Mexilhão,L7c,Lagos,15/05/2017,47.0
Mexilhão,OLH5,Olhão,15/05/2017,98.0
Berbigão,LOB,Peniche,16/05/2017,25.3
Mexilhão,LOB,Peniche,16/05/2017,34.0
Mexilhão,OLH2,Olhão,15/05/2017,46.0
Mexilhão,OLH4,Olhão,15/05/2017,80.0
Mexilhão,OLH3,Olhão,15/05/2017,90.0
Mexilhão,TAV2,Tavira,15/05/2017,78.0
Conquilha,L9,VRSA,15/05/2017,97.0
Conquilha,L8,Olhão,15/05/2017,625.0
A. Japonesa,ESD2,Setúbal,16/05/2017,25.3
Mexilhão,L6,Setúbal,16/05/2017,71.0
A. Macha,ELM,V. Castelo,16/05/2017,167.0
Mexilhão,L2,Douro,15/05/2017,625.0
A. Boa,ELM,V. Castelo,16/05/2017,258.0
Mexilhão,L1,Caminha,16/05/2017,625.0
Ostra-gigante,GUA,GUA,15/05/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,15/05/2017,25.3
Berbigão,EMN1,Fig. Foz,16/05/2017,53.0
A. Macha,RIAV2,Aveiro,16/05/2017,25.3
Berbigão,FUZ1,Olhão,16/05/2017,67.0
Lambujinha,ESD1,Setúbal,17/05/2017,25.3
Mexilhão,LAG,Lagos,16/05/2017,95.0
A. Boa,OLH1,Olhão,16/05/2017,34.0
Mexilhão,POR2,Portimão,16/05/2017,52.0
Mexilhão,FAR1,Faro,16/05/2017,111.0
Berbigão,FAR2,Faro,16/05/2017,38.0
Ostra-gigante,RIAV1,Aveiro,16/05/2017,274.0
Ostra-gigante,L7b,Lagos-Portimão,16/05/2017,25.3
Ostra-gigante,POR3,Portimão,16/05/2017,25.3
A. Branca,L1,Caminha,17/05/2017,135.0
Castanhola,L2,Douro,17/05/2017,257.0
Conquilha,L5,Lisboa,16/05/2017,870.0
Conquilha,L5,Lisboa,18/05/2017,625.0
Mexilhão,L7c,Lagos,18/05/2017,57.0
Mexilhão,LAL,Setúbal,22/05/2017,25.3
A. Boa,LAL,Setúbal,22/05/2017,25.3
Mexilhão,EMR,Sines,22/05/2017,25.3
Ostra-portuguesa,EMR,Sines,22/05/2017,25.3
Conquilha,L8,Olhão,22/05/2017,184.0
Longueirão,RIAV1,Aveiro,22/05/2017,29.0
Berbigão,RIAV3,Aveiro,22/05/2017,25.3
A. Japonesa,RIAV1,Aveiro,22/05/2017,25.3
Berbigão,RIAV1,Aveiro,22/05/2017,25.3
A. Branca,L8,Olhão,22/05/2017,32.0
A. Japonesa,ETJ,Lisboa,23/05/2017,25.3
Mexilhão,LOB,Peniche,23/05/2017,46.0
Berbigão,LOB,Peniche,23/05/2017,25.3
A. Japonesa,ESD2,Setúbal,23/05/2017,25.3
Mexilhão,L5,Lisboa,23/05/2017,109.0
Mexilhão,L2,Douro,22/05/2017,625.0
A. Branca,L2,Douro,23/05/2017,155.0
A. Branca,L1,Caminha,23/05/2017,85.0
Lambujinha,EMN2,Fig. Foz,23/05/2017,25.3
Mexilhão,RIAV1,Aveiro,23/05/2017,509.0
Longueirão,RIAV2,Aveiro,23/05/2017,141.0
Berbigão,EMN1,Fig. Foz,23/05/2017,58.0
Mexilhão,RIAV2,Aveiro,23/05/2017,625.0
Berbigão,RIAV2,Aveiro,23/05/2017,82.0
Mexilhão,RIAV4,Aveiro,23/05/2017,180.0
Ostra-gigante,GUA,GUA,22/05/2017,25.3
Conquilha,L9,VRSA,23/05/2017,127.0
Mexilhão,L7a,Lagos,23/05/2017,62.0
A. Branca,L9,VRSA,23/05/2017,43.0
Pé-de-burrinho,L9,VRSA,23/05/2017,29.0
Castanhola,L2,Douro,23/05/2017,109.0
A. Macha,RIAV2,Aveiro,24/05/2017,213.0
A. Boa,RIAV3,Aveiro,24/05/2017,64.0
Berbigão,OLH5,Olhão,23/05/2017,25.3
Mexilhão,FAR1,Faro,24/05/2017,62.0
Mexilhão,OLH3,Olhão,24/05/2017,113.0
Mexilhão,OLH4,Olhão,24/05/2017,108.0
Mexilhão,OLH2,Olhão,24/05/2017,58.0
A. Boa,OLH1,Olhão,24/05/2017,25.3
Mexilhão,TAV2,Tavira,24/05/2017,100.0
Berbigão,FAR2,Faro,24/05/2017,25.3
Berbigão,TAV2,Tavira,24/05/2017,30.0
A. Cão,TAV2,Tavira,24/05/2017,37.0
Longueirão,OLH2,Olhão,24/05/2017,52.0
Longueirão,OLH5,Olhão,24/05/2017,45.0
Conquilha,L5,Lisboa,23/05/2017,625.0
Conquilha,L5,Lisboa,25/05/2017,642.0
Ostra-gigante,VT1,Tavira-VRSA,24/05/2017,25.3
Mexilhão,L7c,Lagos,25/05/2017,80.0
Longueirão,L6,Setúbal,29/05/2017,31.0
Conquilha,L6,Setúbal,29/05/2017,145.0
Ameijola,L6,Setúbal,29/05/2017,25.3
A. Branca,L6,Setúbal,29/05/2017,33.0
Mexilhão,ETJ,Lisboa,29/05/2017,69.0
A. Boa,LAL,Setúbal,29/05/2017,25.3
Mexilhão,L5,Lisboa,29/05/2017,192.0
Mexilhão,LAL,Setúbal,29/05/2017,25.3
Mexilhão,OLH3,Olhão,29/05/2017,55.0
Mexilhão,OLH2,Olhão,29/05/2017,47.0
Mexilhão,OLH4,Olhão,29/05/2017,62.0
A. Macha,RIAV2,Aveiro,29/05/2017,83.0
Mexilhão,RIAV2,Aveiro,29/05/2017,414.0
Longueirão,RIAV2,Aveiro,29/05/2017,120.0
A. Macha,RIAV3,Aveiro,29/05/2017,97.0
Mexilhão,RIAV4,Aveiro,29/05/2017,110.0
Mexilhão,RIAV1,Aveiro,29/05/2017,360.0
Berbigão,FUZ1,Olhão,29/05/2017,25.3
Berbigão,RIAV2,Aveiro,29/05/2017,73.0
Berbigão,RIAV4,Aveiro,29/05/2017,65.0
Mexilhão,L5,Lisboa,29/05/2017,133.0
Mexilhão,L5,Lisboa,30/05/2017,48.0
Mexilhão,LOB,Peniche,30/05/2017,36.0
Berbigão,LOB,Peniche,30/05/2017,25.3
Pé-de-burrinho,L8,Olhão,29/05/2017,39.0
Mexilhão,L3,Aveiro,29/05/2017,625.0
Conquilha,L8,Olhão,29/05/2017,296.0
Lambujinha,ESD1,Setúbal,30/05/2017,25.3
A. Japonesa,ESD2,Setúbal,30/05/2017,25.3
Mexilhão,L7c,Lagos,29/05/2017,55.0
Mexilhão,TAV2,Tavira,29/05/2017,75.0
Mexilhão,LAG,Lagos,30/05/2017,77.0
Conquilha,L9,VRSA,30/05/2017,270.0
Castanhola,L2,Douro,29/05/2017,128.0
A. Macha,ELM,V. Castelo,30/05/2017,237.0
Mexilhão,POR2,Portimão,30/05/2017,81.0
Mexilhão,ELM,V. Castelo,30/05/2017,304.0
A. Japonesa,ELM,V. Castelo,30/05/2017,138.0
A. Branca,L2,Douro,30/05/2017,42.0
Mexilhão,L2,Douro,29/05/2017,535.0
Mexilhão,L6,Setúbal,30/05/2017,97.0
Mexilhão,L4,Nazaré,30/05/2017,625.0
Mexilhão,L1,Caminha,30/05/2017,183.0
A. Macha,RIAV1,Aveiro,30/05/2017,117.0
A. Boa,RIAV1,Aveiro,30/05/2017,163.0
Ostra-gigante,GUA,GUA,29/05/2017,25.3
A. Japonesa,RIAV1,Aveiro,30/05/2017,240.0
Ostra-gigante,VT1,Tavira-VRSA,29/05/2017,32.0
Berbigão,RIAV3,Aveiro,30/05/2017,112.0
Berbigão,RIAV1,Aveiro,30/05/2017,74.0
Longueirão,RIAV1,Aveiro,30/05/2017,124.0
A. Boa,OLH1,Olhão,30/05/2017,41.0
Mexilhão,FAR1,Faro,30/05/2017,86.0
Berbigão,FAR2,Faro,30/05/2017,37.0
Ostra-gigante,POR3,Portimão,30/05/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,30/05/2017,25.3
Conquilha,L5,Lisboa,01/06/2017,365.0
Longueirão,L5,Lisboa,01/06/2017,73.0
Mexilhão,L7c,Lagos,31/05/2017,75.0
Conquilha,L5,Lisboa,30/05/2017,464.0
A. Branca,L4,Nazaré,01/06/2017,25.3
Mexilhão,LAL,Setúbal,05/06/2017,25.3
A. Boa,LAL,Setúbal,05/06/2017,25.3
Pé-de-burrinho,L6,Setúbal,05/06/2017,25.3
Mexilhão,EMR,Sines,05/06/2017,39.0
Mexilhão,OLH2,Olhão,05/06/2017,76.0
Mexilhão,OLH3,Olhão,05/06/2017,105.0
Mexilhão,FAR1,Faro,05/06/2017,66.0
Mexilhão,OLH4,Olhão,05/06/2017,45.0
Berbigão,FAR2,Faro,05/06/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,05/06/2017,25.3
Conquilha,L8,Olhão,05/06/2017,174.0
Berbigão,RIAV3,Aveiro,05/06/2017,61.0
A. Japonesa,RIAV1,Aveiro,05/06/2017,40.0
Conquilha,L9,VRSA,05/06/2017,189.0
Mexilhão,RIAV1,Aveiro,05/06/2017,293.0
Pé-de-burrinho,L9,VRSA,05/06/2017,25.3
Pé-de-burrinho,L8,Olhão,05/06/2017,25.3
A. Branca,L9,VRSA,05/06/2017,25.3
A. Branca,L8,Olhão,05/06/2017,25.3
Mexilhão,RIAV2,Aveiro,05/06/2017,237.0
Berbigão,RIAV1,Aveiro,05/06/2017,25.3
Berbigão,RIAV2,Aveiro,05/06/2017,77.0
Mexilhão,RIAV4,Aveiro,05/06/2017,124.0
Mexilhão,LOB,Peniche,05/06/2017,31.0
Berbigão,LOB,Peniche,06/06/2017,25.3
Mexilhão,L5,Lisboa,05/06/2017,104.0
Conquilha,L6,Setúbal,06/06/2017,186.0
Lambujinha,ESD1,Setúbal,06/06/2017,25.3
A. Japonesa,ESD2,Setúbal,06/06/2017,25.3
Longueirão,L6,Setúbal,06/06/2017,25.3
Ameijola,L6,Setúbal,06/06/2017,25.3
Mexilhão,LAG,Lagos,06/06/2017,53.0
Mexilhão,POR2,Portimão,06/06/2017,52.0
Berbigão,EMN1,Fig. Foz,06/06/2017,28.0
Mexilhão,L7c,Lagos,06/06/2017,43.0
A. Macha,RIAV2,Aveiro,06/06/2017,96.0
Mexilhão,L7a,Lagos,06/06/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,06/06/2017,25.3
Mexilhão,ELM,V. Castelo,06/06/2017,105.0
Mexilhão,L2,Douro,05/06/2017,439.0
Mexilhão,L5,Lisboa,08/06/2017,137.0
Mexilhão,ETJ,Lisboa,08/06/2017,74.0
Mexilhão,L1,Caminha,07/06/2017,175.0
A. Branca,L1,Caminha,07/06/2017,39.0
A. Macha,ELM,V. Castelo,07/06/2017,34.0
A. Branca,L2,Douro,07/06/2017,37.0
Conquilha,L5,Lisboa,08/06/2017,280.0
Conquilha,L5,Lisboa,06/06/2017,199.0
Mexilhão,TAV2,Tavira,07/06/2017,69.0
Ostra-gigante,ELM,V. Castelo,07/06/2017,25.3
Mexilhão,L7c,Lagos,08/06/2017,160.0
Berbigão,OLH5,Olhão,08/06/2017,25.3
Mexilhão,LAL,Setúbal,12/06/2017,25.3
A. Boa,LAL,Setúbal,12/06/2017,25.3
Mexilhão,L5,Lisboa,12/06/2017,25.3
Mexilhão,ETJ,Lisboa,12/06/2017,25.3
Mexilhão,LOB,Peniche,12/06/2017,25.3
Berbigão,LOB,Peniche,12/06/2017,25.3
Mexilhão,L5,Lisboa,12/06/2017,25.3
Mexilhão,L7c,Lagos,12/06/2017,25.3
Mexilhão,L7c,Lagos,12/06/2017,25.3
Mexilhão,POR2,Portimão,13/06/2017,25.3
Berbigão,OLH5,Olhão,13/06/2017,25.3
Mexilhão,LAG,Lagos,13/06/2017,25.3
Conquilha,L9,VRSA,12/06/2017,25.3
A. Branca,L2,Douro,13/06/2017,25.3
Mexilhão,L2,Douro,12/06/2017,25.3
Mexilhão,L1,Caminha,13/06/2017,196.0
Mexilhão,RIAV1,Aveiro,13/06/2017,25.3
Mexilhão,RIAV2,Aveiro,13/06/2017,25.3
Berbigão,RIAV3,Aveiro,13/06/2017,25.3
A. Macha,RIAV1,Aveiro,13/06/2017,192.0
Berbigão,RIAV2,Aveiro,13/06/2017,81.0
A. Japonesa,RIAV1,Aveiro,13/06/2017,72.0
Mexilhão,L3,Aveiro,13/06/2017,625.0
Berbigão,RIAV1,Aveiro,13/06/2017,86.0
Ostra-gigante,POR3,Portimão,13/06/2017,60.0
A. Boa,RIAV1,Aveiro,13/06/2017,56.0
A. Japonesa,ESD2,Setúbal,14/06/2017,65.0
Mexilhão,L6,Setúbal,14/06/2017,51.0
Longueirão,L6,Setúbal,14/06/2017,53.0
A. Branca,L6,Setúbal,14/06/2017,55.0
Longueirão,L5,Lisboa,16/06/2017,62.0
Conquilha,L5,Lisboa,16/06/2017,54.0
A. Japonesa,ETJ,Lisboa,19/06/2017,37.0
Mexilhão,LAL,Setúbal,19/06/2017,56.0
Mexilhão,EMR,Sines,19/06/2017,59.0
Ostra-gigante,EMR,Sines,19/06/2017,25.3
Mexilhão,RIAV1,Aveiro,19/06/2017,187.0
Mexilhão,OLH2,Olhão,19/06/2017,53.0
Mexilhão,TAV2,Tavira,19/06/2017,130.0
Mexilhão,RIAV2,Aveiro,19/06/2017,269.0
Mexilhão,OLH4,Olhão,19/06/2017,56.0
Mexilhão,OLH3,Olhão,19/06/2017,60.0
Berbigão,RIAV1,Aveiro,19/06/2017,36.0
Berbigão,FAR2,Faro,19/06/2017,25.3
Berbigão,RIAV3,Aveiro,19/06/2017,61.0
Berbigão,RIAV2,Aveiro,19/06/2017,43.0
A. Macha,RIAV3,Aveiro,19/06/2017,76.0
Mexilhão,LOB,Peniche,20/06/2017,49.0
Lambujinha,ESD1,Setúbal,20/06/2017,25.3
Mexilhão,L5,Lisboa,19/06/2017,214.0
A. Branca,L6,Setúbal,20/06/2017,64.0
Berbigão,LOB,Peniche,20/06/2017,25.3
Conquilha,L6,Setúbal,20/06/2017,191.0
A. Japonesa,ESD2,Setúbal,20/06/2017,25.3
Mexilhão,ELM,V. Castelo,20/06/2017,86.0
Mexilhão,L2,Douro,19/06/2017,262.0
Ostra-gigante,VT1,Tavira-VRSA,19/06/2017,25.3
Ostra-gigante,GUA,GUA,19/06/2017,25.3
Berbigão,EMN1,Fig. Foz,20/06/2017,55.0
Lambujinha,EMN2,Fig. Foz,20/06/2017,25.3
A. Branca,L3,Aveiro,21/06/2017,47.0
Conquilha,L8,Olhão,20/06/2017,153.0
Mexilhão,POR2,Portimão,20/06/2017,56.0
Mexilhão,L7a,Lagos,20/06/2017,68.0
Mexilhão,LAG,Lagos,20/06/2017,49.0
Ostra-gigante,RIAV1,Aveiro,20/06/2017,25.3
Mexilhão,ETJ,Lisboa,21/06/2017,51.0
Mexilhão,L5,Lisboa,21/06/2017,190.0
Ostra-gigante,POR3,Portimão,20/06/2017,47.0
Berbigão,OLH5,Olhão,21/06/2017,25.3
Conquilha,L9,VRSA,21/06/2017,316.0
Berbigão,FUZ1,Olhão,21/06/2017,25.3
Ostra-gigante,OLH1,Olhão,21/06/2017,25.3
Mexilhão,L7c,Lagos,23/06/2017,25.3
Mexilhão,LAL,Setúbal,26/06/2017,25.3
Longueirão,L5,Lisboa,26/06/2017,87.0
Conquilha,L5,Lisboa,26/06/2017,100.0
Mexilhão,ETJ,Lisboa,26/06/2017,41.0
Mexilhão,L5,Lisboa,26/06/2017,102.0
Mexilhão,OLH3,Olhão,26/06/2017,89.0
Mexilhão,OLH4,Olhão,26/06/2017,67.0
A. Macha,RIAV1,Aveiro,26/06/2017,254.0
Conquilha,L8,Olhão,26/06/2017,297.0
Mexilhão,OLH2,Olhão,26/06/2017,74.0
Mexilhão,RIAV2,Aveiro,26/06/2017,514.0
Conquilha,L9,VRSA,26/06/2017,309.0
Berbigão,RIAV1,Aveiro,26/06/2017,55.0
Mexilhão,RIAV1,Aveiro,26/06/2017,558.0
Berbigão,FAR2,Faro,26/06/2017,49.0
A. Boa,RIAV1,Aveiro,26/06/2017,114.0
Mexilhão,TAV2,Tavira,26/06/2017,138.0
Berbigão,RIAV2,Aveiro,26/06/2017,207.0
Mexilhão,FAR1,Faro,26/06/2017,62.0
Berbigão,RIAV4,Aveiro,26/06/2017,135.0
Berbigão,RIAV3,Aveiro,26/06/2017,193.0
Mexilhão,LOB,Peniche,27/06/2017,68.0
Mexilhão,L5,Lisboa,27/06/2017,164.0
Mexilhão,L3,Aveiro,26/06/2017,359.0
Berbigão,LOB,Peniche,27/06/2017,61.0
Mexilhão,L5,Lisboa,27/06/2017,98.0
Conquilha,L6,Setúbal,27/06/2017,334.0
Pé-de-burrinho,L6,Setúbal,27/06/2017,39.0
A. Japonesa,ESD2,Setúbal,27/06/2017,25.3
Mexilhão,L6,Setúbal,27/06/2017,56.0
Mexilhão,L7c,Lagos,26/06/2017,51.0
Ostra-gigante,GUA,GUA,26/06/2017,25.3
Mexilhão,L2,Douro,26/06/2017,115.0
Mexilhão,RIAV4,Aveiro,27/06/2017,201.0
Mexilhão,L1,Caminha,27/06/2017,89.0
A. Japonesa,ETJ,Lisboa,27/06/2017,25.3
Mexilhão,L4,Nazaré,27/06/2017,386.0
A. Boa,OLH1,Olhão,27/06/2017,34.0
Berbigão,FUZ1,Olhão,27/06/2017,58.0
Berbigão,OLH5,Olhão,27/06/2017,57.0
Mexilhão,LAG,Lagos,27/06/2017,66.0
Mexilhão,POR2,Portimão,27/06/2017,49.0
Mexilhão,L7c,Lagos,27/06/2017,62.0
Ostra-gigante,OLH1,Olhão,27/06/2017,31.0
Ostra-gigante,L7b,Lagos-Portimão,27/06/2017,25.3
Ostra-gigante,POR3,Portimão,27/06/2017,25.3
Conquilha,L8,Olhão,29/06/2017,386.0
Conquilha,L9,VRSA,29/06/2017,226.0
Mexilhão,LAL,Setúbal,03/07/2017,25.3
Mexilhão,RIAV1,Aveiro,03/07/2017,482.0
Mexilhão,RIAV2,Aveiro,03/07/2017,481.0
Berbigão,RIAV2,Aveiro,03/07/2017,138.0
Mexilhão,OLH2,Olhão,03/07/2017,59.0
Mexilhão,OLH3,Olhão,03/07/2017,55.0
Conquilha,L9,VRSA,03/07/2017,311.0
Conquilha,L8,Olhão,03/07/2017,521.0
Berbigão,OLH5,Olhão,03/07/2017,25.3
Mexilhão,TAV2,Tavira,03/07/2017,132.0
Mexilhão,OLH4,Olhão,03/07/2017,64.0
Berbigão,ETJ,Lisboa,04/07/2017,25.3
Mexilhão,LOB,Peniche,04/07/2017,25.3
Mexilhão,L5,Lisboa,03/07/2017,115.0
Berbigão,LOB,Peniche,04/07/2017,25.3
Ameijola,L6,Setúbal,04/07/2017,25.3
A. Japonesa,ESD2,Setúbal,04/07/2017,25.3
A. Japonesa,ETJ,Lisboa,04/07/2017,25.3
Mexilhão,L2,Douro,03/07/2017,88.0
Lambujinha,ESD1,Setúbal,04/07/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,04/07/2017,25.3
Ostra-gigante,GUA,GUA,04/07/2017,25.3
Ostra-gigante,OLH3,Olhão,04/07/2017,25.3
A. Macha,RIAV1,Aveiro,04/07/2017,52.0
Berbigão,RIAV3,Aveiro,04/07/2017,94.0
Berbigão,RIAV1,Aveiro,04/07/2017,25.3
Berbigão,EMN1,Fig. Foz,04/07/2017,55.0
Mexilhão,POR2,Portimão,04/07/2017,64.0
Mexilhão,LAG,Lagos,04/07/2017,54.0
Conquilha,L4,Nazaré,05/07/2017,140.0
