N.ºamostra,Data da colheita,Zona de produção,DSP
954,26/05/2015,POR2,220
955,26/05/2015,L7c,1420
956,26/05/2015,L7a,1220
957,26/05/2015,L1,20
958,26/05/2015,EMI,420
959,26/05/2015,EMI,20
960,26/05/2015,ELM,20
961,25/05/2015,L1,20
962,25/05/2015,L2,20
963,27/05/2015,L5,20
964,26/05/2015,EMN2,20
965,26/05/2015,L7c,620
966,27/05/2015,L2,1420
967,27/05/2015,FAR2,20
968,27/05/2015,L8,9820
969,27/05/2015,FAR1,220
970,01/06/2015,LAL,820
971,02/06/2015,TAV2,420
972,01/06/2015,VT1,20
973,01/06/2015,L9,2420
974,01/06/2015,OLH5,620
975,01/06/2015,FUZ1,1220
976,01/06/2015,L8,420
977,01/06/2015,RIAV1/L3,1420
978,01/06/2015,RIAV2,820
979,01/06/2015,RIAV4,20
980,01/06/2015,RIAV1,20
981,01/06/2015,RIAV3,20
982,01/06/2015,L3,1820
983,02/06/2015,L5,20
984,02/06/2015,LOB,220
985,02/06/2015,ESD1,20
986,02/06/2015,L6,5620
987,02/06/2015,L6,20
988,02/06/2015,ESD2,20
989,02/06/2015,ESD1,20
990,02/06/2015,L7a,20
991,02/06/2015,L7c,20
992,02/06/2015,POR2,620
993,02/06/2015,LAG,1220
994,02/06/2015,L7c,20
995,02/06/2015,L1,20
996,02/06/2015,ELM,20
997,02/06/2015,EMI,420
998,02/06/2015,EMI,20
999,01/06/2015,L2,20
1000,01/06/2015,L1,20
1001,02/06/2015,RIAV3,20
1002,02/06/2015,EMN2,20
1003,03/06/2015,ETJ,220
1004,03/06/2015,L5,420
1005,03/06/2015,L5,12020
1006,03/06/2015,L2,220
1007,03/06/2015,L1,20
1008,02/06/2015,OLH4,20
1009,03/06/2015,L8,220
1010,03/06/2015,OLH1,220
1011,03/06/2015,OLH2,20
1012,03/06/2015,OLH3,220
1013,03/06/2015,FAR2,20
1014,03/06/2015,FAR1,20
1015,04/06/2015,EMR,1620
1016,08/06/2015,LAL,4420
1017,08/06/2015,ETJ,620
1018,08/06/2015,L5,1220
1019,08/06/2015,TAV2,132020
1020,08/06/2015,FAR1,20
1021,08/06/2015,OLH5,20
1022,08/06/2015,L8,20
1023,08/06/2015,L9,620
1024,08/06/2015,VT1,620
1025,08/06/2015,L8,20
1026,08/06/2015,FAR2,20
1027,08/06/2015,L1,20
1028,08/06/2015,L1,220
1029,08/06/2015,ELM,20
1030,08/06/2015,L2,220
1031,08/06/2015,RIAV1/L3,20
1032,08/06/2015,RIAV2,20
1033,08/06/2015,RIAV3,20
1034,08/06/2015,RIAV4,20
1035,08/06/2015,L3,20
1036,08/06/2015,RIAV1,20
1037,09/06/2015,L5,20
1038,09/06/2015,LOB,20
1039,08/06/2015,L6,420
1040,08/06/2015,ESD1,20
1041,08/06/2015,L6,420
1042,08/06/2015,ESD2,20
1043,08/06/2015,ESD1,620
1044,11/06/2015,L5,7220
1045,09/06/2015,EMN2,20
1046,09/06/2015,L8,9620
1047,11/06/2015,L7c,20
1048,11/06/2015,L7a,20
1049,11/06/2015,LAG,20
1050,11/06/2015,POR2,12020
1051,09/06/2015,FUZ1,2820
1052,08/06/2015,OLH4,20
1053,09/06/2015,OLH1,420
1054,09/06/2015,OLH2,32020
1055,09/06/2015,OLH3,20
1056,11/06/2015,L7c,620
1057,12/06/2015,L6,22020
1058,15/06/2015,LAL,19220
1059,15/06/2015,L8,20
1060,15/06/2015,FUZ1,220
1061,15/06/2015,TAV2,20
1062,15/06/2015,L9,220
1063,15/06/2015,VT1,20
1064,15/06/2015,RIAV1,20
1065,15/06/2015,RIAV1/L3,2420
1066,15/06/2015,L3,20
1067,15/06/2015,RIAV4,20
1068,15/06/2015,RIAV3,20
1069,15/06/2015,RIAV2,20
1070,16/06/2015,ETJ,20
1071,16/06/2015,L5,20
1072,16/06/2015,LOB,20
1073,16/06/2015,L6,1420
1074,16/06/2015,ESD1,20
1075,16/06/2015,L6,620
1076,16/06/2015,ESD1,20
1077,16/06/2015,ESD2,20
1078,15/06/2015,L2,20
1079,15/06/2015,L1,20
1080,16/06/2015,EMI,2420
1081,16/06/2015,EMI,1220
1082,16/06/2015,ELM,1620
1083,16/06/2015,L1,20
1084,16/06/2015,EMN2,1220
1085,17/06/2015,L3,3220
1086,17/06/2015,L5,220
1087,17/06/2015,ETJ,20
1088,17/06/2015,L5,20
1089,15/06/2015,L8,620
1090,17/06/2015,POR2,179220
1091,15/06/2015,FAR2,2272
1092,17/06/2015,L7c,2638
1093,17/06/2015,L7a,72620
1094,17/06/2015,L7c,5764
1095,17/06/2015,LAG,20
1097,18/06/2015,FAR1,20
1098,17/06/2015,OLH4,920376
1100,17/06/2015,OLH5,6821
1101,18/06/2015,OLH2,37597
1102,18/06/2015,OLH1,51336
1103,17/06/2015,L8,220
1104,22/06/2015,LAL,20
1105,22/06/2015,L8,220
1106,22/06/2015,L8,20
1107,22/06/2015,OLH5,21420
1108,22/06/2015,OLH4,92320
1109,22/06/2015,L8,120820
1110,22/06/2015,FAR2,34120
1111,22/06/2015,RIAV1/L3,220
1112,22/06/2015,RIAV2,20
1113,22/06/2015,RIAV3,1220
1114,22/06/2015,RIAV4,20
1115,22/06/2015,L3,1220
1116,22/06/2015,RIAV1,820
1117,23/06/2015,LOB,20
1118,23/06/2015,L5,220
1119,23/06/2015,ETJ,20
1120,23/06/2015,L6,220
1121,23/06/2015,ESD2,20
1122,23/06/2015,ESD1,120574
1123,23/06/2015,ESD1,20
1124,23/06/2015,L6,2274
1125,22/06/2015,L1,1220
1126,22/06/2015,L2,20
1127,23/06/2015,EMI,420
1128,23/06/2015,EMI,5220
1129,23/06/2015,ELM,420
1130,23/06/2015,L1,20
1131,23/06/2015,POR2,220
1132,23/06/2015,LAG,20
1133,23/06/2015,L7c,3620
1134,23/06/2015,L7a,5136
1135,23/06/2015,L7c,820
1136,23/06/2015,RIAV3,20
1137,23/06/2015,L3,420
1138,23/06/2015,EMN2,3220
1139,24/06/2015,FAR1,6596
1140,24/06/2015,L9,20
1141,24/06/2015,VT1,20
1142,24/06/2015,TAV2,20
1143,24/06/2015,FUZ1,2678
1144,24/06/2015,OLH1,79420
1145,24/06/2015,OLH2,71220
1146,24/06/2015,OLH3,2520120
1147,25/06/2015,L5,1220
1148,25/06/2015,ETJ,20
1149,25/06/2015,L5,20
1150,29/06/2015,LAL,420
1151,29/06/2015,ETJ,20
1152,29/06/2015,L8,420
1153,29/06/2015,TAV2,20
1154,29/06/2015,VT1,20
1155,29/06/2015,FUZ1,220
1156,29/06/2015,L8,220
1157,29/06/2015,L9,20
1158,29/06/2015,RIAV1/L3,420
1159,29/06/2015,RIAV2,820
1160,29/06/2015,RIAV3,20
1161,29/06/2015,RIAV4,20
1162,29/06/2015,L3,420
1163,29/06/2015,RIAV1,20
1164,30/06/2015,LOB,20
1165,30/06/2015,L5,5784
1166,30/06/2015,L6,20
1167,30/06/2015,L6,12020
1168,30/06/2015,ESD2,20
1169,30/06/2015,ESD1,20
1170,30/06/2015,ESD1,20
1171,30/06/2015,EMN2,420
1172,30/06/2015,L7a,3978
1173,30/06/2015,L7c,1620
1174,30/06/2015,L7c,20
1175,30/06/2015,POR2,589320
1176,30/06/2015,LAG,5684
1179,30/06/2015,OLH5,20
1180,01/07/2015,OLH1,20
1181,01/07/2015,OLH2,20
1182,01/07/2015,FAR1,420
1183,01/07/2015,FAR2,20
1184,01/07/2015,L8,20
1185,01/07/2015,EMI,1620
1186,01/07/2015,EMI,20
1187,01/07/2015,ELM,20
1188,01/07/2015,L1,220
1189,30/06/2015,L1,20
1190,30/06/2015,L2,20
1191,02/07/2015,L3,620
1192,03/07/2015,L5,20
1193,03/07/2015,ETJ,620
1194,06/07/2015,LAL,1220
1195,06/07/2015,EMR,22020
1196,06/07/2015,L3,20
1197,06/07/2015,RIAV1,420
1198,06/07/2015,RIAV2,20
1199,06/07/2015,RIAV3,20
1200,06/07/2015,RIAV4,820
1201,06/07/2015,L3,20
1202,06/07/2015,L8,220
1203,06/07/2015,L8,20
1204,06/07/2015,L8,20
1205,06/07/2015,OLH5,20
1206,07/07/2015,L5,6420
1207,07/07/2015,LOB,20
1208,07/07/2015,L6,20
1209,07/07/2015,ESD1,20
1210,07/07/2015,ESD1,20
1211,07/07/2015,ESD2,20
1212,07/07/2015,L6,620
1213,07/07/2015,L5,1420
1214,07/07/2015,ETJ,20
1215,07/07/2015,L1,20
1216,07/07/2015,EMI,20
1217,07/07/2015,EMI,20
1218,07/07/2015,ELM,20
1219,06/07/2015,L2,20
1220,06/07/2015,L1,20
1221,07/07/2015,EMN1,420
1222,07/07/2015,EMN2,20
1223,07/07/2015,POR2,20
1224,07/07/2015,L7c,420
1225,07/07/2015,LAG,20
1226,07/07/2015,L7a,420
1227,07/07/2015,L7c,20
1228,08/07/2015,OLH3,20
1229,08/07/2015,OLH2,20
1230,08/07/2015,OLH1,20
1231,08/07/2015,TAV2,20
1232,08/07/2015,FUZ1,20
1233,08/07/2015,FAR1,20
1234,08/07/2015,L9,20
1235,08/07/2015,VT1,20
1236,09/07/2015,L5,220
1237,13/07/2015,LAL,20
1238,09/07/2015,L3,20
1239,13/07/2015,L8,20
1240,13/07/2015,OLH1,20
1241,13/07/2015,FUZ1,220
1242,13/07/2015,TAV2,420
1243,13/07/2015,L9,1220
1244,13/07/2015,VT1,20
1245,13/07/2015,L8,420
1246,13/07/2015,RIAV1/L3,620
1247,13/07/2015,RIAV2,820
1248,13/07/2015,RIAV3,420
1249,13/07/2015,RIAV4,20
1250,13/07/2015,L3,420
1251,13/07/2015,RIAV1,820
1252,13/07/2015,L7c,220
1253,14/07/2015,LOB,20
1254,13/07/2015,L1,220
1255,13/07/2015,ELM,20
1256,14/07/2015,EMI,220
1257,14/07/2015,L1,20
1258,14/07/2015,EMI,420
1259,13/07/2015,L2,20
1260,14/07/2015,L7a,20
1261,14/07/2015,L7c,220
1262,14/07/2015,POR2,220
1263,14/07/2015,LAG,20
1264,14/07/2015,EMN1,20
1265,14/07/2015,EMN2,820
1266,15/07/2015,L5,220
1267,14/07/2015,L8,20
1268,15/07/2015,FAR1,20
1269,15/07/2015,FAR2,220
1270,15/07/2015,OLH2,420
1271,15/07/2015,OLH3,20
1272,15/07/2015,OLH4,20
1273,15/07/2015,OLH5,20
1274,15/07/2015,L3,2420
1275,15/07/2015,ESD1,20
1276,15/07/2015,ESD2,20
1277,15/07/2015,ESD1,20
1278,15/07/2015,L6,20
1279,15/07/2015,L6,220
1280,17/07/2015,L5,820
1281,17/07/2015,ETJ,820
1282,20/07/2015,LAL,420
1283,20/07/2015,L5,12020
1284,20/07/2015,ETJ,1220
1285,20/07/2015,RIAV1/L3,4420
1286,20/07/2015,RIAV2,420
1287,20/07/2015,RIAV3,20
1288,20/07/2015,RIAV4,20
1289,20/07/2015,L3,820
1290,20/07/2015,RIAV1,20
1291,20/07/2015,L8,20
1292,20/07/2015,TAV2,420
1293,20/07/2015,VT1,20
1294,20/07/2015,OLH3,20
1295,20/07/2015,L8,220
1296,20/07/2015,L1,20
1297,20/07/2015,L2,20
1298,20/07/2015,L2,820
1299,20/07/2015,L1,1220
1300,21/07/2015,L5,22020
1301,21/07/2015,LOB,20
1302,21/07/2015,ETJ,20
1303,20/07/2015,L7c,20
1304,21/07/2015,L6,20
1305,21/07/2015,L6,20
1306,21/07/2015,ESD2,20
1307,21/07/2015,ESD1,20
1308,21/07/2015,FAR1,20
1309,21/07/2015,POR2,20
1310,21/07/2015,LAG,20
1311,21/07/2015,L7c,220
1312,21/07/2015,L7a,220
1313,21/07/2015,L1,20
1314,21/07/2015,EMI,20
1315,21/07/2015,ELM,12020
1316,21/07/2015,EMN2,1620
1317,21/07/2015,RIAV3,20
1318,21/07/2015,EMI,20
1319,21/07/2015,EMN1,7620
1320,21/07/2015,OLH5,20
1321,22/07/2015,L8,1420
1322,22/07/2015,FAR2,20
1323,22/07/2015,L9,12020
1324,22/07/2015,FUZ1,420
1325,22/07/2015,OLH1,220
1326,22/07/2015,OLH2,20
1327,24/07/2015,L5,220
1328,23/07/2015,L3,1420
1329,27/07/2015,LAL,1220
1330,27/07/2015,L5,1220
1331,27/07/2015,ETJ,20
1332,27/07/2015,ETJ,20
1333,27/07/2015,L3,820
1334,27/07/2015,RIAV1,1220
1335,27/07/2015,RIAV2,1620
1336,27/07/2015,RIAV1/L3,820
1337,27/07/2015,RIAV3,20
1338,27/07/2015,RIAV4,420
1339,27/07/2015,L7c,220
1340,28/07/2015,LOB,20
1341,27/07/2015,OLH1,20
1342,27/07/2015,OLH2,220
1343,27/07/2015,OLH5,20
1344,27/07/2015,FUZ1,420
1345,27/07/2015,TAV2,20
1346,27/07/2015,VT1,20
,27/07/2015,L9,820
1348,27/07/2015,L8,20
1349,27/07/2015,L8,820
1350,28/07/2015,EMN2,20
1351,28/07/2015,EMN1,20
1352,27/07/2015,L2,20
1353,27/07/2015,L1,20
1354,27/07/2015,L1,1420
1355,28/07/2015,L2,12020
1356,28/07/2015,L1,20
1357,28/07/2015,ELM,20
1358,28/07/2015,EMI,420
1359,28/07/2015,OLH4,20
1360,28/07/2015,POR2,20
1361,28/07/2015,L7a,20
1362,28/07/2015,LAG,20
1363,28/07/2015,L7c,20
1364,28/07/2015,L7c,20
1365,29/07/2015,L6,1220
1366,29/07/2015,ESD1,220
1367,29/07/2015,ESD2,20
1368,29/07/2015,L6,20
1369,29/07/2015,ESD1,20
1370,29/07/2015,FAR2,20
1371,29/07/2015,L8,20
1372,29/07/2015,OLH3,20
1373,29/07/2015,FAR1,20
1374,30/07/2015,L3,11820
1375,31/07/2015,L5,20
1376,03/08/2015,LAL,42020
1377,03/08/2015,L2,220
1378,03/08/2015,L1,220
1379,03/08/2015,L2,220
1380,03/08/2015,L7c,620
1381,03/08/2015,RIAV1/L3,92020
1382,03/08/2015,RIAV2,2820
1383,03/08/2015,RIAV3,1220
1384,03/08/2015,RIAV4,20
1385,03/08/2015,RIAV1,20
1386,03/08/2015,L3,12020
1387,03/08/2015,OLH5,20
1388,03/08/2015,L8,20
1389,03/08/2015,FUZ1,1420
1390,03/08/2015,TAV2,1220
1391,03/08/2015,VT1,20
1392,03/08/2015,L9,12020
1393,03/08/2015,L8,220
1394,04/08/2015,LOB,20
1395,04/08/2015,L5,20
1396,04/08/2015,L6,20
1397,04/08/2015,ESD1,20
1398,04/08/2015,L6,20
1399,04/08/2015,ESD2,20
1400,04/08/2015,ESD1,20
1401,04/08/2015,L1,20
1402,04/08/2015,EMI,20
1403,04/08/2015,ELM,20
1404,04/08/2015,EMN1,2420
1405,04/08/2015,EMN2,420
1406,04/08/2015,OLH1,20
1407,04/08/2015,OLH2,20
1408,04/08/2015,OLH3,20
1409,04/08/2015,FAR1,20
1410,04/08/2015,POR2,20
1411,04/08/2015,LAG,20
1412,04/08/2015,L7a,20
1413,04/08/2015,L7c,20
1414,04/08/2015,L7c,20
1415,05/08/2015,L5,1620
1416,05/08/2015,ETJ,420
1417,05/08/2015,L8,20
1418,05/08/2015,FAR2,20
1419,05/08/2015,OLH4,20
1420,06/08/2015,L2,420
1421,06/08/2015,RIAV3,20
1422,06/08/2015,L3,42020
1423,07/08/2015,L5,12020
1424,10/08/2015,ETJ,32020
1425,10/08/2015,L5,3220
1426,10/08/2015,LAL,20
1427,11/08/2015,LOB,20
1428,10/08/2015,RIAV1/L3,1220
1429,10/08/2015,RIAV2,620
1430,10/08/2015,RIAV3,420
1431,10/08/2015,RIAV4,20
1432,10/08/2015,RIAV1,1620
1433,10/08/2015,L3,2420
1434,10/08/2015,L8,20
1435,10/08/2015,OLH5,620
1436,10/08/2015,L7c,1620
1437,10/08/2015,EMN2,420
1438,10/08/2015,EMN1,420
1439,11/08/2015,L6,20
1440,11/08/2015,ESD1,20
1441,11/08/2015,ESD1,20
1442,11/08/2015,ESD2,20
1443,11/08/2015,L6,620
1444,10/08/2015,FUZ1,420
1445,10/08/2015,TAV2,20
1446,10/08/2015,VT1,20
1447,10/08/2015,L9,420
1448,11/08/2015,L2,12020
1449,10/08/2015,L1,20
1450,10/08/2015,L2,20
1451,11/08/2015,EMI,20
1452,11/08/2015,L1,20
1453,11/08/2015,ELM,20
1454,11/08/2015,L1,20
1455,12/08/2015,L5,5220
1456,11/08/2015,POR2,420
1457,11/08/2015,L7c,4220
1458,11/08/2015,L8,20
1459,11/08/2015,OLH4,20
1460,12/08/2015,OLH1,20
1461,12/08/2015,OLH2,620
1462,12/08/2015,OLH3,20
1463,10/08/2015,L8,220
1464,12/08/2015,FAR1,20
1465,11/08/2015,LAG,20
1466,11/08/2015,L7a,220
1467,13/08/2015,L3,6420
1468,17/08/2015,LAL,3620
1469,17/08/2015,EMR,420
1470,17/08/2015,RIAV3,820
1471,17/08/2015,RIAV1/L3,72020
1472,17/08/2015,RIAV1,420
1473,17/08/2015,RIAV2,1620
1474,17/08/2015,RIAV4,20
1475,17/08/2015,L3,4420
1476,17/08/2015,FUZ1,220
1477,17/08/2015,TAV2,20
1478,17/08/2015,VT1,20
1479,17/08/2015,L8,20
1480,17/08/2015,L9,220
1481,17/08/2015,L8,20
1482,18/08/2015,LOB,20
1483,18/08/2015,L5,420
1484,18/08/2015,L5,72020
1485,18/08/2015,L6,620
1486,18/08/2015,L6,20
1487,18/08/2015,ESD2,20
1488,18/08/2015,ESD1,220
1489,18/08/2015,ESD1,20
1490,18/08/2015,L2,820
1491,18/08/2015,EMI,20
1492,18/08/2015,ELM,20
1493,18/08/2015,L1,20
1494,17/08/2015,L2,420
1495,17/08/2015,L1,20
1496,18/08/2015,EMN2,1220
1497,18/08/2015,EMN1,7220
1498,18/08/2015,L7c,20
1499,18/08/2015,L7a,220
1500,18/08/2015,LAG,20
1501,18/08/2015,POR2,420
1502,17/08/2015,OLH5,620
1503,19/08/2015,ETJ,220
1504,19/08/2015,L5,420
1505,19/08/2015,FAR1,20
1506,19/08/2015,OLH3,20
1507,19/08/2015,L8,20
1508,19/08/2015,OLH2,20
1509,19/08/2015,OLH1,20
1510,19/08/2015,L3,9620
1511,20/08/2015,OLH4,220
1512,21/08/2015,L2,1220
1513,24/08/2015,L7c,220
1514,24/08/2015,RIAV1,420
1515,24/08/2015,RIAV1/L3,6620
1516,24/08/2015,RIAV2,1220
1517,24/08/2015,RIAV3,1620
1518,24/08/2015,RIAV4,20
1519,24/08/2015,L3,222020
1520,25/08/2015,LOB,20
1521,25/08/2015,L5,3220
1522,24/08/2015,L8,20
1523,24/08/2015,L8,1202020
1524,24/08/2015,OLH5,620
1525,24/08/2015,L9,6420
1526,24/08/2015,VT1,20
1527,24/08/2015,TAV2,20
1528,24/08/2015,FUZ1,620
1529,25/08/2015,ESD1,420
1530,25/08/2015,L6,22020
1531,25/08/2015,L6,820
1532,25/08/2015,ESD1,20
1533,25/08/2015,ESD2,20
1534,25/08/2015,EMN1,20
1535,25/08/2015,EMN2,20
1536,25/08/2015,LAG,420
1537,25/08/2015,POR2,20
1538,25/08/2015,OLH4,20
1539,25/08/2015,L7c,12020
1540,26/08/2015,ETJ,5420
1541,26/08/2015,L5,1820
1542,26/08/2015,OLH1,20
1543,26/08/2015,OLH2,20
1544,26/08/2015,OLH3,20
1545,26/08/2015,FAR2,20
1546,26/08/2015,L8,2820
1547,26/08/2015,FAR1,20
1548,26/08/2015,L1,220
1549,26/08/2015,ELM,1620
1550,26/08/2015,EMI,1620
1551,25/08/2015,L1,12020
1552,26/08/2015,L2,20
1553,26/08/2015,LAL,820
1554,31/08/2015,ETJ,20
1555,31/08/2015,LAL,3620
1556,31/08/2015,L5,9420
1557,31/08/2015,ETJ,20
1558,31/08/2015,OLH5,2220
1559,31/08/2015,L8,49220
1560,31/08/2015,OLH1,2420
1561,31/08/2015,FUZ1,4420
1562,31/08/2015,VT1,220
1563,31/08/2015,L9,1420
1564,31/08/2015,L8,20
1565,31/08/2015,TAV2,3620
1566,31/08/2015,L3,3620
1567,31/08/2015,RIAV1,3620
1568,31/08/2015,RIAV1/L3,82020
1569,31/08/2015,RIAV2,4820
1570,31/08/2015,RIAV3,62020
1571,31/08/2015,RIAV4,20
1574,31/08/2015,L7c,6620
1575,01/09/2015,L6,20
1576,01/09/2015,ESD1,20
1577,01/09/2015,L6,420
1578,01/09/2015,ESD2,20
1579,01/09/2015,ESD1,352020
1580,01/09/2015,L2,20
1581,01/09/2015,L1,20
1582,01/09/2015,ELM,5420
1583,01/09/2015,EMI,20
1584,31/08/2015,L2,420
1585,31/08/2015,L1,820
1586,01/09/2015,EMN2,20
1587,01/09/2015,EMN1,42020
1588,01/09/2015,L1,120620
1589,02/09/2015,L7c,420
1590,01/09/2015,L8,1220
1591,01/09/2015,POR2,420
1592,01/09/2015,LAG,1220
1593,01/09/2015,L7a,220
1594,02/09/2015,ETJ,3820
1595,02/09/2015,L5,1620
1596,03/09/2015,L3,820
1597,02/09/2015,OLH3,220
1598,02/09/2015,OLH2,1620
1599,02/09/2015,FAR2,3220
1600,02/09/2015,FAR1,20
1601,07/09/2015,LAL,3220
1602,07/09/2015,ETJ,15220
1603,07/09/2015,L5,1420
1604,07/09/2015,L8,620
1605,07/09/2015,L8,22020
1606,04/09/2015,OLH4,420
1607,07/09/2015,L7c,2820
1608,07/09/2015,L2,20
1609,07/09/2015,L1,20
1610,07/09/2015,L1,20
1611,07/09/2015,L2,220
1612,07/09/2015,L9,20
1613,07/09/2015,VT1,20
1614,07/09/2015,TAV2,12020
1615,07/09/2015,FUZ1,620
1616,07/09/2015,RIAV1/L3,20
1617,07/09/2015,OLH2,220
1618,07/09/2015,OLH1,3420
1619,07/09/2015,RIAV2,820
1620,07/09/2015,RIAV3,420
1621,07/09/2015,RIAV4,20
1622,07/09/2015,L3,20
1623,07/09/2015,L5,1420
1624,08/09/2015,LOB,20
1625,08/09/2015,L5,620
1626,08/09/2015,EMI,420
1627,08/09/2015,L1,20
1628,08/09/2015,ELM,20
1629,08/09/2015,EMN2,2420
1630,08/09/2015,EMN1,2420
1631,08/09/2015,RIAV1,62020
1632,09/09/2015,L5,4220
1633,08/09/2015,OLH5,1220
1634,08/09/2015,L7c,220
1635,08/09/2015,L7c,1620
1636,08/09/2015,POR2,462020
1637,08/09/2015,LAG,620
1638,09/09/2015,OLH3,20
1639,09/09/2015,OLH4,20
1640,09/09/2015,L8,20
1641,09/09/2015,FAR1,20
1642,09/09/2015,L3,1220
1643,14/09/2015,LAL,33220
1644,14/09/2015,L1,220
1645,14/09/2015,EMI,20
1646,14/09/2015,ELM,820
1647,14/09/2015,L7c,20
1648,14/09/2015,RIAV1/L3,4220
1649,14/09/2015,RIAV2,22020
1650,14/09/2015,RIAV3,20
1651,14/09/2015,RIAV4,20
1652,14/09/2015,L3,62020
1653,14/09/2015,RIAV1,20
1654,15/09/2015,LOB,20
1655,15/09/2015,L5,12020
1656,14/09/2015,OLH3,20
1657,14/09/2015,OLH2,420
1658,14/09/2015,OLH1,20
1659,14/09/2015,FUZ1,20
1660,14/09/2015,TAV2,420
1661,14/09/2015,VT1,20
1662,14/09/2015,L9,12020
1663,14/09/2015,L8,22020
1664,14/09/2015,L8,620
1665,15/09/2015,L2,3620
1666,15/09/2015,L5,12020
1667,15/09/2015,ESD1,620
1668,15/09/2015,L6,1202020
1669,15/09/2015,ESD1,20
1670,15/09/2015,ESD2,20
1671,15/09/2015,L6,22020
1672,15/09/2015,EMN1,20
1673,15/09/2015,EMN2,20
1674,15/09/2015,POR2,1820
1675,15/09/2015,LAG,2820
1676,15/09/2015,L7c,620
1677,15/09/2015,L7a,420
1678,15/09/2015,OLH5,20
1679,16/09/2015,L1,20
1680,16/09/2015,L2,1220
1681,16/09/2015,ETJ,2420
1682,16/09/2015,FAR1,220
1683,16/09/2015,L8,820
1684,17/09/2015,EMR,820
1685,18/09/2015,L3,22620
1686,21/09/2015,L7c,8820
1687,21/09/2015,EMN1,820
1688,21/09/2015,EMN2,20
1689,22/09/2015,L5,20
1690,22/09/2015,LOB,20
1691,21/09/2015,L5,220
1692,21/09/2015,TAV2,620
1693,21/09/2015,VT1,20
1694,21/09/2015,L9,220
1695,21/09/2015,L8,820
1696,22/09/2015,L6,1820
1697,22/09/2015,L6,620
1698,22/09/2015,ESD1,820
1699,21/09/2015,L2,20
1700,21/09/2015,L1,420
1701,22/09/2015,ELM,20
1702,22/09/2015,EMI,20
1703,22/09/2015,L1,20
1704,22/09/2015,L2,2220
1705,22/09/2015,RIAV1/L3,2420
1706,22/09/2015,RIAV2,20
1707,22/09/2015,RIAV3,20
1708,22/09/2015,RIAV4,20
1709,22/09/2015,RIAV1,20
1710,22/09/2015,L3,20
1711,23/09/2015,L5,7420
1712,23/09/2015,ETJ,32020
1713,23/09/2015,LAL,15220
1714,22/09/2015,L8,4820
1715,22/09/2015,OLH5,2220
1716,22/09/2015,POR2,220
1717,22/09/2015,L7c,7420
1718,22/09/2015,L7a,1820
1719,22/09/2015,LAG,220
1720,23/09/2015,FUZ1,1420
1721,23/09/2015,L8,2420
1722,23/09/2015,OLH3,20
1723,23/09/2015,OLH2,12020
1724,23/09/2015,FAR2,220
1725,23/09/2015,FAR1,420
1726,23/09/2015,OLH1,20
1727,24/09/2015,L5,1820
1728,28/09/2015,ETJ,20
1729,28/09/2015,RIAV1/L3,1620
1730,28/09/2015,RIAV2,20
1731,28/09/2015,RIAV3,1220
1732,28/09/2015,RIAV4,20
1733,28/09/2015,L3,20
1734,28/09/2015,RIAV1,20
1735,28/09/2015,L7c,19820
1736,28/09/2015,OLH1,1820
1737,28/09/2015,FUZ1,32020
1738,28/09/2015,TAV2,1420
1739,28/09/2015,VT1,22020
1740,28/09/2015,OLH5,12020
1741,28/09/2015,L8,6620
1742,28/09/2015,L9,2420
1743,28/09/2015,L8,82020
1744,29/09/2015,L5,1220
1745,29/09/2015,LOB,20
1746,29/09/2015,OLH4,20
1747,29/09/2015,POR2,17820
1748,29/09/2015,LAG,21620
1749,29/09/2015,L7c,3220
1750,29/09/2015,L7a,1620
1751,29/09/2015,ESD1,20
1752,29/09/2015,ESD1,20
1753,29/09/2015,ESD2,20
1754,29/09/2015,L6,13420
1755,29/09/2015,L6,20
1756,29/09/2015,ELM,1220
1757,29/09/2015,EMI,20
1758,29/09/2015,L1,20
1759,28/09/2015,L2,20
1760,28/09/2015,L1,20
1761,30/09/2015,L2,220
1762,25/09/2015,L3,20
1763,30/09/2015,L5,15820
1764,29/09/2015,EMN1,20
1765,29/09/2015,EMN2,820
1766,29/09/2015,RIAV3,420
1767,30/09/2015,ETJ,1620
1768,30/09/2015,L5,4820
1769,30/09/2015,FAR1,220
1770,30/09/2015,OLH3,420
1771,30/09/2015,FAR2,20
1772,30/09/2015,L8,620
1773,30/09/2015,OLH2,20
1774,01/10/2015,L3,620
1775,05/10/2015,LAL,8820
1776,05/10/2015,RIAV1/L3,220
1777,05/10/2015,RIAV2,420
1778,05/10/2015,RIAV3,20
1779,05/10/2015,RIAV4,420
1780,05/10/2015,L3,1220
1781,05/10/2015,RIAV1,20
1782,06/10/2015,L5,820
1783,06/10/2015,L5,2620
1784,06/10/2015,LOB,20
1785,05/10/2015,L9,220
1786,05/10/2015,L8,20
1787,05/10/2015,OLH5,220
1788,06/10/2015,L6,220
1789,06/10/2015,L6,1420
1790,06/10/2015,ESD1,420
1791,06/10/2015,ESD1,20
1792,05/10/2015,L2,420
1793,06/10/2015,ELM,20
1794,05/10/2015,L1,20
1795,06/10/2015,L1,20
1796,06/10/2015,EMI,20
1797,06/10/2015,EMN1,420
1798,06/10/2015,EMN2,1620
1799,06/10/2015,POR2,2202020
1800,06/10/2015,LAG,1220
1801,06/10/2015,L7a,22020
1802,06/10/2015,L7c,26820
1803,06/10/2015,L8,2620
1804,07/10/2015,ETJ,1620
